종목,종목명,섹터,섹터강도,섹터순위,그날섹터수
005930,삼성전자,반도체,1.86,6.0,7.0
005930,삼성전자,반도체,13.25,2.0,7.0
005930,삼성전자,반도체,2.52,5.0,7.0
005930,삼성전자,반도체,3.78,4.0,7.0
005930,삼성전자,반도체,22.56,1.0,7.0
005930,삼성전자,반도체,23.45,2.0,7.0
005930,삼성전자,반도체,7.86,1.0,7.0
005930,삼성전자,반도체,3.57,2.0,7.0
005930,삼성전자,반도체,8.13,4.0,7.0
005930,삼성전자,반도체,8.81,4.0,7.0
005930,삼성전자,반도체,0.88,2.0,7.0
005930,삼성전자,반도체,-0.61,3.0,7.0
005930,삼성전자,반도체,-0.69,4.0,7.0
005930,삼성전자,반도체,17.93,1.0,7.0
005930,삼성전자,반도체,1.73,4.0,7.0
005930,삼성전자,반도체,7.8,1.0,7.0
005930,삼성전자,반도체,13.4,2.0,7.0
000660,SK하이닉스,반도체,5.16,4.0,7.0
000660,SK하이닉스,반도체,1.86,6.0,7.0
000660,SK하이닉스,반도체,13.91,2.0,7.0
000660,SK하이닉스,반도체,1.77,2.0,7.0
000660,SK하이닉스,반도체,22.56,1.0,7.0
000660,SK하이닉스,반도체,1.34,5.0,7.0
000660,SK하이닉스,반도체,-0.52,3.0,7.0
000660,SK하이닉스,반도체,1.89,5.0,7.0
000660,SK하이닉스,반도체,23.45,2.0,7.0
000660,SK하이닉스,반도체,7.06,1.0,7.0
000660,SK하이닉스,반도체,7.17,1.0,7.0
000660,SK하이닉스,반도체,16.3,2.0,7.0
000660,SK하이닉스,반도체,21.55,1.0,7.0
000660,SK하이닉스,반도체,2.68,4.0,7.0
000660,SK하이닉스,반도체,8.81,4.0,7.0
000660,SK하이닉스,반도체,17.86,2.0,7.0
042700,한미반도체,반도체,10.24,3.0,7.0
042700,한미반도체,반도체,11.92,3.0,7.0
042700,한미반도체,반도체,4.97,3.0,7.0
042700,한미반도체,반도체,10.35,1.0,7.0
042700,한미반도체,반도체,11.16,2.0,7.0
042700,한미반도체,반도체,10.3,2.0,7.0
042700,한미반도체,반도체,11.67,2.0,7.0
042700,한미반도체,반도체,-3.13,5.0,7.0
042700,한미반도체,반도체,-0.98,3.0,7.0
042700,한미반도체,반도체,-2.08,4.0,7.0
042700,한미반도체,반도체,1.77,2.0,7.0
042700,한미반도체,반도체,5.93,1.0,7.0
042700,한미반도체,반도체,4.3,3.0,7.0
042700,한미반도체,반도체,5.04,2.0,7.0
042700,한미반도체,반도체,10.96,2.0,7.0
042700,한미반도체,반도체,12.07,1.0,7.0
042700,한미반도체,반도체,1.38,4.0,7.0
042700,한미반도체,반도체,7.17,1.0,7.0
042700,한미반도체,반도체,12.79,1.0,7.0
042700,한미반도체,반도체,13.74,1.0,7.0
042700,한미반도체,반도체,0.0,5.0,7.0
042700,한미반도체,반도체,0.79,4.0,7.0
042700,한미반도체,반도체,3.75,3.0,7.0
042700,한미반도체,반도체,4.07,3.0,7.0
042700,한미반도체,반도체,4.43,3.0,7.0
042700,한미반도체,반도체,-5.63,7.0,7.0
042700,한미반도체,반도체,8.77,2.0,7.0
042700,한미반도체,반도체,22.56,1.0,7.0
042700,한미반도체,반도체,18.86,1.0,7.0
042700,한미반도체,반도체,7.74,3.0,7.0
042700,한미반도체,반도체,2.62,5.0,7.0
042700,한미반도체,반도체,3.35,4.0,7.0
042700,한미반도체,반도체,-4.61,5.0,7.0
042700,한미반도체,반도체,3.3,2.0,7.0
042700,한미반도체,반도체,-0.85,5.0,7.0
042700,한미반도체,반도체,-4.15,6.0,7.0
042700,한미반도체,반도체,2.34,2.0,7.0
042700,한미반도체,반도체,1.89,5.0,7.0
042700,한미반도체,반도체,3.1,2.0,7.0
042700,한미반도체,반도체,0.22,5.0,7.0
042700,한미반도체,반도체,0.66,5.0,7.0
042700,한미반도체,반도체,15.65,3.0,7.0
042700,한미반도체,반도체,17.95,3.0,7.0
042700,한미반도체,반도체,19.56,2.0,7.0
042700,한미반도체,반도체,8.16,1.0,7.0
042700,한미반도체,반도체,7.06,1.0,7.0
042700,한미반도체,반도체,18.71,1.0,7.0
042700,한미반도체,반도체,7.35,3.0,7.0
042700,한미반도체,반도체,12.35,2.0,7.0
042700,한미반도체,반도체,8.15,2.0,7.0
042700,한미반도체,반도체,6.7,2.0,7.0
042700,한미반도체,반도체,11.14,1.0,7.0
042700,한미반도체,반도체,-0.61,5.0,7.0
042700,한미반도체,반도체,1.69,3.0,7.0
042700,한미반도체,반도체,6.75,2.0,7.0
042700,한미반도체,반도체,-3.91,6.0,7.0
042700,한미반도체,반도체,10.66,2.0,7.0
042700,한미반도체,반도체,7.7,3.0,7.0
042700,한미반도체,반도체,8.12,2.0,7.0
042700,한미반도체,반도체,0.62,3.0,7.0
042700,한미반도체,반도체,2.75,2.0,7.0
042700,한미반도체,반도체,-0.57,6.0,7.0
042700,한미반도체,반도체,14.17,2.0,7.0
042700,한미반도체,반도체,-2.9,3.0,7.0
042700,한미반도체,반도체,0.47,3.0,7.0
042700,한미반도체,반도체,15.36,2.0,7.0
042700,한미반도체,반도체,15.39,3.0,7.0
042700,한미반도체,반도체,-11.14,7.0,7.0
042700,한미반도체,반도체,-7.35,7.0,7.0
042700,한미반도체,반도체,1.8,4.0,7.0
042700,한미반도체,반도체,1.02,3.0,7.0
042700,한미반도체,반도체,6.55,3.0,7.0
042700,한미반도체,반도체,-3.06,5.0,7.0
042700,한미반도체,반도체,1.22,4.0,7.0
042700,한미반도체,반도체,-1.11,4.0,7.0
042700,한미반도체,반도체,14.17,2.0,7.0
042700,한미반도체,반도체,17.93,1.0,7.0
042700,한미반도체,반도체,22.83,1.0,7.0
042700,한미반도체,반도체,24.77,1.0,7.0
042700,한미반도체,반도체,2.02,3.0,7.0
042700,한미반도체,반도체,2.68,2.0,7.0
042700,한미반도체,반도체,5.77,1.0,7.0
042700,한미반도체,반도체,7.8,1.0,7.0
042700,한미반도체,반도체,12.81,1.0,7.0
042700,한미반도체,반도체,21.19,2.0,7.0
042700,한미반도체,반도체,18.41,1.0,7.0
042700,한미반도체,반도체,14.26,1.0,7.0
042700,한미반도체,반도체,12.88,1.0,7.0
042700,한미반도체,반도체,17.29,1.0,7.0
042700,한미반도체,반도체,16.93,2.0,7.0
042700,한미반도체,반도체,13.79,1.0,7.0
042700,한미반도체,반도체,1.52,3.0,7.0
000990,DB하이텍,반도체,11.92,3.0,7.0
000990,DB하이텍,반도체,11.83,2.0,7.0
000990,DB하이텍,반도체,13.25,2.0,7.0
000990,DB하이텍,반도체,13.91,2.0,7.0
000990,DB하이텍,반도체,-0.09,5.0,7.0
000990,DB하이텍,반도체,-1.81,5.0,7.0
000990,DB하이텍,반도체,0.56,2.0,7.0
000990,DB하이텍,반도체,2.35,2.0,7.0
000990,DB하이텍,반도체,5.04,2.0,7.0
000990,DB하이텍,반도체,5.55,3.0,7.0
000990,DB하이텍,반도체,6.76,3.0,7.0
000990,DB하이텍,반도체,7.06,3.0,7.0
000990,DB하이텍,반도체,9.29,2.0,7.0
000990,DB하이텍,반도체,10.85,2.0,7.0
000990,DB하이텍,반도체,6.39,2.0,7.0
000990,DB하이텍,반도체,7.74,3.0,7.0
000990,DB하이텍,반도체,0.0,5.0,7.0
000990,DB하이텍,반도체,-1.53,5.0,7.0
000990,DB하이텍,반도체,3.68,2.0,7.0
000990,DB하이텍,반도체,8.77,2.0,7.0
000990,DB하이텍,반도체,17.88,2.0,7.0
000990,DB하이텍,반도체,22.56,1.0,7.0
000990,DB하이텍,반도체,4.31,4.0,7.0
000990,DB하이텍,반도체,4.31,3.0,7.0
000990,DB하이텍,반도체,2.66,5.0,7.0
000990,DB하이텍,반도체,1.05,3.0,7.0
000990,DB하이텍,반도체,-4.25,7.0,7.0
000990,DB하이텍,반도체,1.09,4.0,7.0
000990,DB하이텍,반도체,3.71,2.0,7.0
000990,DB하이텍,반도체,-0.85,5.0,7.0
000990,DB하이텍,반도체,15.65,3.0,7.0
000990,DB하이텍,반도체,19.11,3.0,7.0
000990,DB하이텍,반도체,21.82,2.0,7.0
000990,DB하이텍,반도체,7.17,1.0,7.0
000990,DB하이텍,반도체,4.88,3.0,7.0
000990,DB하이텍,반도체,7.72,2.0,7.0
000990,DB하이텍,반도체,7.06,3.0,7.0
000990,DB하이텍,반도체,8.47,4.0,7.0
000990,DB하이텍,반도체,4.15,3.0,7.0
000990,DB하이텍,반도체,4.06,2.0,7.0
000990,DB하이텍,반도체,2.3,3.0,7.0
000990,DB하이텍,반도체,-7.0,7.0,7.0
000990,DB하이텍,반도체,-2.9,3.0,7.0
000990,DB하이텍,반도체,-0.9,5.0,7.0
000990,DB하이텍,반도체,3.89,5.0,7.0
000990,DB하이텍,반도체,1.58,4.0,7.0
000990,DB하이텍,반도체,1.33,3.0,7.0
000990,DB하이텍,반도체,3.65,4.0,7.0
000990,DB하이텍,반도체,1.22,4.0,7.0
000990,DB하이텍,반도체,4.71,3.0,7.0
000990,DB하이텍,반도체,22.83,1.0,7.0
000990,DB하이텍,반도체,-5.88,5.0,7.0
000990,DB하이텍,반도체,-1.68,5.0,7.0
000990,DB하이텍,반도체,9.84,2.0,7.0
000990,DB하이텍,반도체,0.25,4.0,7.0
240810,원익IPS,반도체,3.62,6.0,7.0
240810,원익IPS,반도체,-5.66,5.0,7.0
240810,원익IPS,반도체,-1.05,4.0,7.0
240810,원익IPS,반도체,13.25,2.0,7.0
240810,원익IPS,반도체,0.02,6.0,7.0
240810,원익IPS,반도체,0.56,2.0,7.0
240810,원익IPS,반도체,1.77,2.0,7.0
240810,원익IPS,반도체,3.79,3.0,7.0
240810,원익IPS,반도체,7.91,3.0,7.0
240810,원익IPS,반도체,10.96,2.0,7.0
240810,원익IPS,반도체,13.44,1.0,7.0
240810,원익IPS,반도체,8.24,1.0,7.0
240810,원익IPS,반도체,12.79,1.0,7.0
240810,원익IPS,반도체,4.43,3.0,7.0
240810,원익IPS,반도체,3.35,2.0,7.0
240810,원익IPS,반도체,1.62,4.0,7.0
240810,원익IPS,반도체,22.56,1.0,7.0
240810,원익IPS,반도체,18.86,1.0,7.0
240810,원익IPS,반도체,0.29,5.0,7.0
240810,원익IPS,반도체,2.06,2.0,7.0
240810,원익IPS,반도체,1.89,5.0,7.0
240810,원익IPS,반도체,3.71,2.0,7.0
240810,원익IPS,반도체,-4.15,7.0,7.0
240810,원익IPS,반도체,0.66,5.0,7.0
240810,원익IPS,반도체,8.16,1.0,7.0
240810,원익IPS,반도체,21.55,1.0,7.0
240810,원익IPS,반도체,4.21,3.0,7.0
240810,원익IPS,반도체,9.22,1.0,7.0
240810,원익IPS,반도체,6.02,3.0,7.0
240810,원익IPS,반도체,4.03,4.0,7.0
240810,원익IPS,반도체,15.71,3.0,7.0
240810,원익IPS,반도체,8.13,4.0,7.0
240810,원익IPS,반도체,10.72,2.0,7.0
240810,원익IPS,반도체,0.88,2.0,7.0
240810,원익IPS,반도체,0.8,5.0,7.0
240810,원익IPS,반도체,5.42,4.0,7.0
240810,원익IPS,반도체,1.78,4.0,7.0
240810,원익IPS,반도체,5.11,2.0,7.0
240810,원익IPS,반도체,-3.1,5.0,7.0
240810,원익IPS,반도체,-2.79,6.0,7.0
240810,원익IPS,반도체,-0.45,6.0,7.0
240810,원익IPS,반도체,0.55,6.0,7.0
240810,원익IPS,반도체,2.91,2.0,7.0
240810,원익IPS,반도체,1.22,4.0,7.0
240810,원익IPS,반도체,17.93,1.0,7.0
240810,원익IPS,반도체,2.68,2.0,7.0
240810,원익IPS,반도체,5.77,1.0,7.0
240810,원익IPS,반도체,21.19,2.0,7.0
240810,원익IPS,반도체,20.48,1.0,7.0
240810,원익IPS,반도체,13.4,2.0,7.0
240810,원익IPS,반도체,-3.19,3.0,7.0
240810,원익IPS,반도체,8.56,1.0,7.0
240810,원익IPS,반도체,13.79,1.0,7.0
039030,이오테크닉스,반도체,-5.66,5.0,7.0
039030,이오테크닉스,반도체,-1.05,4.0,7.0
039030,이오테크닉스,반도체,-1.11,3.0,7.0
039030,이오테크닉스,반도체,2.8,3.0,7.0
039030,이오테크닉스,반도체,13.25,2.0,7.0
039030,이오테크닉스,반도체,1.77,2.0,7.0
039030,이오테크닉스,반도체,1.61,2.0,7.0
039030,이오테크닉스,반도체,4.2,1.0,7.0
039030,이오테크닉스,반도체,2.49,1.0,7.0
039030,이오테크닉스,반도체,7.17,1.0,7.0
039030,이오테크닉스,반도체,0.0,5.0,7.0
039030,이오테크닉스,반도체,-2.76,6.0,7.0
039030,이오테크닉스,반도체,4.02,3.0,7.0
039030,이오테크닉스,반도체,-3.63,5.0,7.0
039030,이오테크닉스,반도체,1.62,4.0,7.0
039030,이오테크닉스,반도체,8.77,2.0,7.0
039030,이오테크닉스,반도체,6.41,2.0,7.0
039030,이오테크닉스,반도체,-0.6,4.0,7.0
039030,이오테크닉스,반도체,0.29,5.0,7.0
039030,이오테크닉스,반도체,-2.19,7.0,7.0
039030,이오테크닉스,반도체,-2.91,5.0,7.0
039030,이오테크닉스,반도체,-2.64,5.0,7.0
039030,이오테크닉스,반도체,0.66,5.0,7.0
039030,이오테크닉스,반도체,15.65,3.0,7.0
039030,이오테크닉스,반도체,19.56,2.0,7.0
039030,이오테크닉스,반도체,21.13,2.0,7.0
039030,이오테크닉스,반도체,19.73,2.0,7.0
039030,이오테크닉스,반도체,23.45,2.0,7.0
039030,이오테크닉스,반도체,7.06,1.0,7.0
039030,이오테크닉스,반도체,7.35,3.0,7.0
039030,이오테크닉스,반도체,12.35,2.0,7.0
039030,이오테크닉스,반도체,16.3,2.0,7.0
039030,이오테크닉스,반도체,21.55,1.0,7.0
039030,이오테크닉스,반도체,22.42,1.0,7.0
039030,이오테크닉스,반도체,6.7,2.0,7.0
039030,이오테크닉스,반도체,-0.71,5.0,7.0
039030,이오테크닉스,반도체,6.02,3.0,7.0
039030,이오테크닉스,반도체,9.57,2.0,7.0
039030,이오테크닉스,반도체,4.7,4.0,7.0
039030,이오테크닉스,반도체,10.72,2.0,7.0
039030,이오테크닉스,반도체,11.57,2.0,7.0
039030,이오테크닉스,반도체,0.88,2.0,7.0
039030,이오테크닉스,반도체,-7.65,5.0,7.0
039030,이오테크닉스,반도체,8.93,1.0,7.0
039030,이오테크닉스,반도체,15.95,2.0,7.0
039030,이오테크닉스,반도체,5.42,4.0,7.0
039030,이오테크닉스,반도체,-2.98,3.0,7.0
039030,이오테크닉스,반도체,5.11,2.0,7.0
039030,이오테크닉스,반도체,-1.91,4.0,7.0
039030,이오테크닉스,반도체,1.33,4.0,7.0
039030,이오테크닉스,반도체,1.11,5.0,7.0
039030,이오테크닉스,반도체,9.9,2.0,7.0
039030,이오테크닉스,반도체,4.77,4.0,7.0
039030,이오테크닉스,반도체,-0.55,3.0,7.0
039030,이오테크닉스,반도체,7.8,1.0,7.0
039030,이오테크닉스,반도체,8.56,1.0,7.0
039030,이오테크닉스,반도체,13.79,1.0,7.0
403870,HPSP,반도체,-0.79,4.0,7.0
403870,HPSP,반도체,-3.46,5.0,7.0
403870,HPSP,반도체,0.48,4.0,7.0
403870,HPSP,반도체,1.4,4.0,7.0
403870,HPSP,반도체,-0.19,5.0,7.0
403870,HPSP,반도체,1.05,4.0,7.0
403870,HPSP,반도체,-6.27,7.0,7.0
403870,HPSP,반도체,0.66,5.0,7.0
403870,HPSP,반도체,4.63,4.0,7.0
403870,HPSP,반도체,5.64,3.0,7.0
403870,HPSP,반도체,15.65,3.0,7.0
403870,HPSP,반도체,8.16,1.0,7.0
403870,HPSP,반도체,7.17,1.0,7.0
403870,HPSP,반도체,7.35,3.0,7.0
403870,HPSP,반도체,12.35,2.0,7.0
403870,HPSP,반도체,19.11,1.0,7.0
403870,HPSP,반도체,2.95,2.0,7.0
403870,HPSP,반도체,6.7,2.0,7.0
403870,HPSP,반도체,14.17,1.0,7.0
403870,HPSP,반도체,12.8,2.0,7.0
403870,HPSP,반도체,10.72,3.0,7.0
403870,HPSP,반도체,7.06,3.0,7.0
403870,HPSP,반도체,2.68,4.0,7.0
403870,HPSP,반도체,6.02,3.0,7.0
403870,HPSP,반도체,7.95,1.0,7.0
403870,HPSP,반도체,1.69,3.0,7.0
403870,HPSP,반도체,6.75,2.0,7.0
403870,HPSP,반도체,9.59,1.0,7.0
403870,HPSP,반도체,-7.32,7.0,7.0
403870,HPSP,반도체,2.75,2.0,7.0
403870,HPSP,반도체,0.85,4.0,7.0
403870,HPSP,반도체,-13.03,7.0,7.0
403870,HPSP,반도체,11.17,3.0,7.0
403870,HPSP,반도체,1.11,4.0,7.0
403870,HPSP,반도체,0.47,5.0,7.0
403870,HPSP,반도체,8.94,4.0,7.0
403870,HPSP,반도체,8.54,4.0,7.0
403870,HPSP,반도체,10.04,4.0,7.0
403870,HPSP,반도체,1.78,4.0,7.0
403870,HPSP,반도체,-0.29,4.0,7.0
403870,HPSP,반도체,-0.96,5.0,7.0
403870,HPSP,반도체,2.84,4.0,7.0
403870,HPSP,반도체,-0.69,4.0,7.0
403870,HPSP,반도체,2.81,2.0,7.0
403870,HPSP,반도체,9.9,2.0,7.0
403870,HPSP,반도체,13.72,2.0,7.0
403870,HPSP,반도체,-0.55,3.0,7.0
403870,HPSP,반도체,5.77,1.0,7.0
403870,HPSP,반도체,12.81,1.0,7.0
403870,HPSP,반도체,10.63,2.0,7.0
403870,HPSP,반도체,19.21,2.0,7.0
403870,HPSP,반도체,9.08,1.0,7.0
403870,HPSP,반도체,7.92,1.0,7.0
403870,HPSP,반도체,11.23,2.0,7.0
403870,HPSP,반도체,8.37,1.0,7.0
403870,HPSP,반도체,-3.3,1.0,7.0
403870,HPSP,반도체,8.56,1.0,7.0
403870,HPSP,반도체,13.79,1.0,7.0
403870,HPSP,반도체,8.47,1.0,7.0
058470,리노공업,반도체,13.5,1.0,7.0
058470,리노공업,반도체,12.45,2.0,7.0
058470,리노공업,반도체,1.38,4.0,7.0
058470,리노공업,반도체,6.39,2.0,7.0
058470,리노공업,반도체,1.84,4.0,7.0
058470,리노공업,반도체,2.73,3.0,7.0
058470,리노공업,반도체,2.95,4.0,7.0
058470,리노공업,반도체,8.77,2.0,7.0
058470,리노공업,반도체,17.88,2.0,7.0
058470,리노공업,반도체,-5.21,7.0,7.0
058470,리노공업,반도체,-2.91,5.0,7.0
058470,리노공업,반도체,1.09,4.0,7.0
058470,리노공업,반도체,4.81,3.0,7.0
058470,리노공업,반도체,7.86,1.0,7.0
058470,리노공업,반도체,7.91,3.0,7.0
058470,리노공업,반도체,7.42,3.0,7.0
058470,리노공업,반도체,6.8,3.0,7.0
058470,리노공업,반도체,7.72,2.0,7.0
058470,리노공업,반도체,-5.32,6.0,7.0
058470,리노공업,반도체,9.57,2.0,7.0
058470,리노공업,반도체,6.75,2.0,7.0
058470,리노공업,반도체,13.03,3.0,7.0
058470,리노공업,반도체,15.6,3.0,7.0
058470,리노공업,반도체,2.75,4.0,7.0
058470,리노공업,반도체,-4.42,7.0,7.0
058470,리노공업,반도체,-4.11,6.0,7.0
058470,리노공업,반도체,0.47,3.0,7.0
058470,리노공업,반도체,6.03,1.0,7.0
058470,리노공업,반도체,-5.09,7.0,7.0
058470,리노공업,반도체,-0.38,5.0,7.0
058470,리노공업,반도체,0.71,4.0,7.0
058470,리노공업,반도체,2.06,4.0,7.0
058470,리노공업,반도체,1.11,5.0,7.0
058470,리노공업,반도체,2.91,2.0,7.0
058470,리노공업,반도체,13.72,2.0,7.0
058470,리노공업,반도체,0.7,5.0,7.0
058470,리노공업,반도체,0.03,4.0,7.0
058470,리노공업,반도체,12.81,1.0,7.0
058470,리노공업,반도체,9.23,3.0,7.0
058470,리노공업,반도체,10.81,3.0,7.0
058470,리노공업,반도체,19.21,2.0,7.0
058470,리노공업,반도체,21.19,2.0,7.0
058470,리노공업,반도체,19.34,2.0,7.0
058470,리노공업,반도체,14.11,2.0,7.0
058470,리노공업,반도체,9.63,1.0,7.0
058470,리노공업,반도체,16.93,2.0,7.0
058470,리노공업,반도체,13.79,1.0,7.0
036930,주성엔지니어링,반도체,10.92,2.0,7.0
036930,주성엔지니어링,반도체,2.8,3.0,7.0
036930,주성엔지니어링,반도체,3.32,3.0,7.0
036930,주성엔지니어링,반도체,11.83,2.0,7.0
036930,주성엔지니어링,반도체,1.96,5.0,7.0
036930,주성엔지니어링,반도체,-6.07,7.0,7.0
036930,주성엔지니어링,반도체,-0.1,6.0,7.0
036930,주성엔지니어링,반도체,-1.14,4.0,7.0
036930,주성엔지니어링,반도체,-5.23,5.0,7.0
036930,주성엔지니어링,반도체,-2.67,6.0,7.0
036930,주성엔지니어링,반도체,1.23,4.0,7.0
036930,주성엔지니어링,반도체,7.08,3.0,7.0
036930,주성엔지니어링,반도체,8.25,2.0,7.0
036930,주성엔지니어링,반도체,10.96,2.0,7.0
036930,주성엔지니어링,반도체,8.07,2.0,7.0
036930,주성엔지니어링,반도체,5.15,3.0,7.0
036930,주성엔지니어링,반도체,3.78,4.0,7.0
036930,주성엔지니어링,반도체,6.39,2.0,7.0
036930,주성엔지니어링,반도체,-1.8,6.0,7.0
036930,주성엔지니어링,반도체,-0.46,4.0,7.0
036930,주성엔지니어링,반도체,4.43,3.0,7.0
036930,주성엔지니어링,반도체,2.77,3.0,7.0
036930,주성엔지니어링,반도체,-5.51,7.0,7.0
036930,주성엔지니어링,반도체,8.77,2.0,7.0
036930,주성엔지니어링,반도체,12.16,1.0,7.0
036930,주성엔지니어링,반도체,14.02,1.0,7.0
036930,주성엔지니어링,반도체,22.56,1.0,7.0
036930,주성엔지니어링,반도체,21.15,1.0,7.0
036930,주성엔지니어링,반도체,18.86,1.0,7.0
036930,주성엔지니어링,반도체,0.58,4.0,7.0
036930,주성엔지니어링,반도체,-0.7,5.0,7.0
036930,주성엔지니어링,반도체,2.28,4.0,7.0
036930,주성엔지니어링,반도체,2.21,4.0,7.0
036930,주성엔지니어링,반도체,-1.96,6.0,7.0
036930,주성엔지니어링,반도체,0.66,5.0,7.0
036930,주성엔지니어링,반도체,2.93,4.0,7.0
036930,주성엔지니어링,반도체,7.62,3.0,7.0
036930,주성엔지니어링,반도체,15.65,3.0,7.0
036930,주성엔지니어링,반도체,17.95,3.0,7.0
036930,주성엔지니어링,반도체,22.88,2.0,7.0
036930,주성엔지니어링,반도체,27.59,2.0,7.0
036930,주성엔지니어링,반도체,8.16,1.0,7.0
036930,주성엔지니어링,반도체,9.48,3.0,7.0
036930,주성엔지니어링,반도체,10.74,2.0,7.0
036930,주성엔지니어링,반도체,15.94,1.0,7.0
036930,주성엔지니어링,반도체,16.3,2.0,7.0
036930,주성엔지니어링,반도체,21.55,1.0,7.0
036930,주성엔지니어링,반도체,4.21,3.0,7.0
036930,주성엔지니어링,반도체,7.4,1.0,7.0
036930,주성엔지니어링,반도체,5.27,3.0,7.0
036930,주성엔지니어링,반도체,7.67,2.0,7.0
036930,주성엔지니어링,반도체,-0.75,6.0,7.0
036930,주성엔지니어링,반도체,4.7,4.0,7.0
036930,주성엔지니어링,반도체,9.67,3.0,7.0
036930,주성엔지니어링,반도체,0.15,4.0,7.0
036930,주성엔지니어링,반도체,-0.22,5.0,7.0
036930,주성엔지니어링,반도체,-1.38,3.0,7.0
036930,주성엔지니어링,반도체,4.14,3.0,7.0
036930,주성엔지니어링,반도체,2.99,5.0,7.0
036930,주성엔지니어링,반도체,5.42,4.0,7.0
036930,주성엔지니어링,반도체,-0.58,3.0,7.0
036930,주성엔지니어링,반도체,-2.26,4.0,7.0
036930,주성엔지니어링,반도체,0.11,2.0,7.0
036930,주성엔지니어링,반도체,2.81,2.0,7.0
036930,주성엔지니어링,반도체,9.9,2.0,7.0
036930,주성엔지니어링,반도체,4.97,4.0,7.0
036930,주성엔지니어링,반도체,5.77,1.0,7.0
036930,주성엔지니어링,반도체,7.8,1.0,7.0
036930,주성엔지니어링,반도체,12.81,1.0,7.0
036930,주성엔지니어링,반도체,11.16,1.0,7.0
036930,주성엔지니어링,반도체,10.81,3.0,7.0
036930,주성엔지니어링,반도체,9.63,1.0,7.0
036930,주성엔지니어링,반도체,12.12,1.0,7.0
036930,주성엔지니어링,반도체,12.76,1.0,7.0
036930,주성엔지니어링,반도체,14.69,1.0,7.0
036930,주성엔지니어링,반도체,20.48,1.0,7.0
036930,주성엔지니어링,반도체,0.25,4.0,7.0
036930,주성엔지니어링,반도체,1.63,2.0,7.0
036930,주성엔지니어링,반도체,5.44,1.0,7.0
036930,주성엔지니어링,반도체,-7.61,1.0,7.0
036930,주성엔지니어링,반도체,8.56,1.0,7.0
036930,주성엔지니어링,반도체,13.25,1.0,7.0
373220,LG에너지솔루션,2차전지,2.23,6.0,7.0
373220,LG에너지솔루션,2차전지,5.98,2.0,7.0
373220,LG에너지솔루션,2차전지,-2.27,6.0,7.0
373220,LG에너지솔루션,2차전지,7.48,1.0,7.0
373220,LG에너지솔루션,2차전지,3.23,3.0,7.0
373220,LG에너지솔루션,2차전지,-2.07,5.0,7.0
373220,LG에너지솔루션,2차전지,17.03,1.0,7.0
373220,LG에너지솔루션,2차전지,23.76,1.0,7.0
373220,LG에너지솔루션,2차전지,25.14,3.0,7.0
373220,LG에너지솔루션,2차전지,-5.86,7.0,7.0
373220,LG에너지솔루션,2차전지,21.41,1.0,7.0
373220,LG에너지솔루션,2차전지,-11.6,6.0,7.0
373220,LG에너지솔루션,2차전지,6.03,2.0,7.0
373220,LG에너지솔루션,2차전지,-6.07,5.0,7.0
373220,LG에너지솔루션,2차전지,-11.89,7.0,7.0
373220,LG에너지솔루션,2차전지,-0.95,3.0,7.0
373220,LG에너지솔루션,2차전지,5.29,3.0,7.0
373220,LG에너지솔루션,2차전지,6.57,3.0,7.0
373220,LG에너지솔루션,2차전지,9.36,2.0,7.0
373220,LG에너지솔루션,2차전지,-10.49,7.0,7.0
373220,LG에너지솔루션,2차전지,-6.9,7.0,7.0
373220,LG에너지솔루션,2차전지,-9.0,6.0,7.0
373220,LG에너지솔루션,2차전지,-6.06,6.0,7.0
373220,LG에너지솔루션,2차전지,-2.21,5.0,7.0
373220,LG에너지솔루션,2차전지,13.76,1.0,7.0
373220,LG에너지솔루션,2차전지,-7.86,4.0,7.0
373220,LG에너지솔루션,2차전지,-0.49,3.0,7.0
373220,LG에너지솔루션,2차전지,8.48,3.0,7.0
373220,LG에너지솔루션,2차전지,19.71,2.0,7.0
373220,LG에너지솔루션,2차전지,29.37,1.0,7.0
373220,LG에너지솔루션,2차전지,9.76,3.0,7.0
373220,LG에너지솔루션,2차전지,20.52,1.0,7.0
373220,LG에너지솔루션,2차전지,-30.73,4.0,7.0
373220,LG에너지솔루션,2차전지,-37.18,4.0,7.0
006400,삼성SDI,2차전지,17.94,1.0,7.0
006400,삼성SDI,2차전지,7.56,3.0,7.0
006400,삼성SDI,2차전지,19.76,1.0,7.0
006400,삼성SDI,2차전지,4.38,4.0,7.0
006400,삼성SDI,2차전지,8.32,3.0,7.0
006400,삼성SDI,2차전지,7.6,2.0,7.0
006400,삼성SDI,2차전지,12.14,3.0,7.0
006400,삼성SDI,2차전지,0.18,4.0,7.0
006400,삼성SDI,2차전지,1.02,1.0,7.0
006400,삼성SDI,2차전지,3.14,1.0,7.0
006400,삼성SDI,2차전지,6.85,3.0,7.0
006400,삼성SDI,2차전지,7.31,2.0,7.0
006400,삼성SDI,2차전지,-8.12,7.0,7.0
006400,삼성SDI,2차전지,0.09,6.0,7.0
006400,삼성SDI,2차전지,4.27,4.0,7.0
006400,삼성SDI,2차전지,2.65,2.0,7.0
006400,삼성SDI,2차전지,6.67,1.0,7.0
006400,삼성SDI,2차전지,9.18,1.0,7.0
006400,삼성SDI,2차전지,17.03,1.0,7.0
006400,삼성SDI,2차전지,22.81,1.0,7.0
