종목,종목명,섹터,섹터강도,섹터순위,그날섹터수
020150,롯데에너지머티리얼즈,2차전지,11.12,1.0,7.0
020150,롯데에너지머티리얼즈,2차전지,16.29,1.0,7.0
020150,롯데에너지머티리얼즈,2차전지,6.58,3.0,7.0
020150,롯데에너지머티리얼즈,2차전지,-44.63,5.0,7.0
207940,삼성바이오로직스,바이오,14.08,1.0,7.0
207940,삼성바이오로직스,바이오,7.56,4.0,7.0
207940,삼성바이오로직스,바이오,20.29,1.0,7.0
207940,삼성바이오로직스,바이오,20.9,1.0,7.0
207940,삼성바이오로직스,바이오,6.93,4.0,7.0
207940,삼성바이오로직스,바이오,6.55,4.0,7.0
207940,삼성바이오로직스,바이오,6.23,4.0,7.0
207940,삼성바이오로직스,바이오,0.31,4.0,7.0
207940,삼성바이오로직스,바이오,1.19,1.0,7.0
207940,삼성바이오로직스,바이오,0.11,3.0,7.0
207940,삼성바이오로직스,바이오,-2.81,4.0,7.0
207940,삼성바이오로직스,바이오,-1.43,3.0,7.0
207940,삼성바이오로직스,바이오,-11.07,7.0,7.0
207940,삼성바이오로직스,바이오,2.93,5.0,7.0
207940,삼성바이오로직스,바이오,3.61,4.0,7.0
207940,삼성바이오로직스,바이오,-5.59,7.0,7.0
207940,삼성바이오로직스,바이오,-3.91,6.0,7.0
207940,삼성바이오로직스,바이오,3.17,2.0,7.0
207940,삼성바이오로직스,바이오,-0.54,6.0,7.0
207940,삼성바이오로직스,바이오,-0.8,4.0,7.0
207940,삼성바이오로직스,바이오,6.67,3.0,7.0
207940,삼성바이오로직스,바이오,-3.32,7.0,7.0
207940,삼성바이오로직스,바이오,2.57,4.0,7.0
207940,삼성바이오로직스,바이오,4.81,3.0,7.0
207940,삼성바이오로직스,바이오,-2.7,4.0,7.0
207940,삼성바이오로직스,바이오,-0.46,6.0,7.0
207940,삼성바이오로직스,바이오,7.88,4.0,7.0
207940,삼성바이오로직스,바이오,-0.5,6.0,7.0
207940,삼성바이오로직스,바이오,-2.69,5.0,7.0
207940,삼성바이오로직스,바이오,13.31,1.0,7.0
207940,삼성바이오로직스,바이오,12.32,1.0,7.0
207940,삼성바이오로직스,바이오,13.56,1.0,7.0
207940,삼성바이오로직스,바이오,-2.64,5.0,7.0
207940,삼성바이오로직스,바이오,20.28,1.0,7.0
207940,삼성바이오로직스,바이오,18.34,2.0,7.0
207940,삼성바이오로직스,바이오,5.96,1.0,7.0
207940,삼성바이오로직스,바이오,3.23,1.0,7.0
207940,삼성바이오로직스,바이오,14.25,2.0,7.0
207940,삼성바이오로직스,바이오,11.34,1.0,7.0
207940,삼성바이오로직스,바이오,6.35,4.0,7.0
207940,삼성바이오로직스,바이오,3.12,5.0,7.0
207940,삼성바이오로직스,바이오,8.85,4.0,7.0
207940,삼성바이오로직스,바이오,-2.18,3.0,7.0
207940,삼성바이오로직스,바이오,-3.93,5.0,7.0
207940,삼성바이오로직스,바이오,-5.57,7.0,7.0
207940,삼성바이오로직스,바이오,-16.22,7.0,7.0
207940,삼성바이오로직스,바이오,-1.93,3.0,7.0
207940,삼성바이오로직스,바이오,17.38,3.0,7.0
068270,셀트리온,바이오,11.9,1.0,7.0
068270,셀트리온,바이오,11.22,1.0,7.0
068270,셀트리온,바이오,11.97,1.0,7.0
068270,셀트리온,바이오,19.48,1.0,7.0
068270,셀트리온,바이오,7.56,4.0,7.0
068270,셀트리온,바이오,8.5,2.0,7.0
068270,셀트리온,바이오,20.29,1.0,7.0
068270,셀트리온,바이오,20.9,1.0,7.0
068270,셀트리온,바이오,38.71,1.0,7.0
068270,셀트리온,바이오,2.0,3.0,7.0
068270,셀트리온,바이오,-3.65,6.0,7.0
068270,셀트리온,바이오,-2.59,6.0,7.0
068270,셀트리온,바이오,-5.24,6.0,7.0
068270,셀트리온,바이오,-2.96,6.0,7.0
068270,셀트리온,바이오,-8.36,7.0,7.0
068270,셀트리온,바이오,2.12,4.0,7.0
068270,셀트리온,바이오,2.98,4.0,7.0
068270,셀트리온,바이오,3.87,4.0,7.0
068270,셀트리온,바이오,2.36,2.0,7.0
068270,셀트리온,바이오,1.73,2.0,7.0
068270,셀트리온,바이오,-3.44,7.0,7.0
068270,셀트리온,바이오,0.78,4.0,7.0
068270,셀트리온,바이오,-0.45,4.0,7.0
068270,셀트리온,바이오,3.94,5.0,7.0
068270,셀트리온,바이오,7.36,3.0,7.0
068270,셀트리온,바이오,9.79,3.0,7.0
068270,셀트리온,바이오,0.43,5.0,7.0
068270,셀트리온,바이오,9.23,1.0,7.0
068270,셀트리온,바이오,0.08,5.0,7.0
068270,셀트리온,바이오,0.37,5.0,7.0
068270,셀트리온,바이오,-0.22,7.0,7.0
068270,셀트리온,바이오,-4.88,7.0,7.0
068270,셀트리온,바이오,14.25,3.0,7.0
068270,셀트리온,바이오,-3.3,6.0,7.0
068270,셀트리온,바이오,9.36,1.0,7.0
068270,셀트리온,바이오,-3.0,4.0,7.0
068270,셀트리온,바이오,-4.14,5.0,7.0
068270,셀트리온,바이오,2.62,4.0,7.0
068270,셀트리온,바이오,1.93,5.0,7.0
068270,셀트리온,바이오,1.75,5.0,7.0
068270,셀트리온,바이오,13.56,1.0,7.0
068270,셀트리온,바이오,6.74,2.0,7.0
068270,셀트리온,바이오,0.94,4.0,7.0
068270,셀트리온,바이오,2.76,2.0,7.0
068270,셀트리온,바이오,8.43,1.0,7.0
068270,셀트리온,바이오,13.7,1.0,7.0
068270,셀트리온,바이오,18.17,1.0,7.0
068270,셀트리온,바이오,3.79,2.0,7.0
068270,셀트리온,바이오,6.91,2.0,7.0
068270,셀트리온,바이오,-12.03,7.0,7.0
068270,셀트리온,바이오,-5.65,7.0,7.0
068270,셀트리온,바이오,-1.24,3.0,7.0
068270,셀트리온,바이오,-1.79,4.0,7.0
068270,셀트리온,바이오,6.96,3.0,7.0
068270,셀트리온,바이오,-9.73,6.0,7.0
068270,셀트리온,바이오,-10.06,6.0,7.0
068270,셀트리온,바이오,-10.4,6.0,7.0
000100,유한양행,바이오,7.82,1.0,7.0
000100,유한양행,바이오,10.17,1.0,7.0
000100,유한양행,바이오,6.47,1.0,7.0
000100,유한양행,바이오,14.22,2.0,7.0
000100,유한양행,바이오,13.71,2.0,7.0
000100,유한양행,바이오,8.88,3.0,7.0
000100,유한양행,바이오,4.6,3.0,7.0
000100,유한양행,바이오,6.93,4.0,7.0
000100,유한양행,바이오,0.84,5.0,7.0
000100,유한양행,바이오,-1.43,3.0,7.0
000100,유한양행,바이오,-2.45,7.0,7.0
000100,유한양행,바이오,0.87,5.0,7.0
000100,유한양행,바이오,2.82,5.0,7.0
000100,유한양행,바이오,9.58,1.0,7.0
000100,유한양행,바이오,1.07,3.0,7.0
000100,유한양행,바이오,3.64,2.0,7.0
000100,유한양행,바이오,8.42,2.0,7.0
000100,유한양행,바이오,4.07,4.0,7.0
000100,유한양행,바이오,12.19,3.0,7.0
000100,유한양행,바이오,-2.98,6.0,7.0
000100,유한양행,바이오,5.16,1.0,7.0
000100,유한양행,바이오,-0.44,6.0,7.0
000100,유한양행,바이오,7.88,4.0,7.0
000100,유한양행,바이오,10.05,4.0,7.0
000100,유한양행,바이오,14.25,3.0,7.0
000100,유한양행,바이오,5.02,2.0,7.0
000100,유한양행,바이오,7.09,2.0,7.0
000100,유한양행,바이오,-4.94,6.0,7.0
000100,유한양행,바이오,-1.11,6.0,7.0
000100,유한양행,바이오,-2.69,5.0,7.0
000100,유한양행,바이오,-0.86,6.0,7.0
000100,유한양행,바이오,0.9,5.0,7.0
000100,유한양행,바이오,-0.51,3.0,7.0
000100,유한양행,바이오,10.07,1.0,7.0
000100,유한양행,바이오,2.64,5.0,7.0
000100,유한양행,바이오,4.72,3.0,7.0
000100,유한양행,바이오,-3.71,5.0,7.0
000100,유한양행,바이오,2.33,4.0,7.0
000100,유한양행,바이오,6.26,2.0,7.0
000100,유한양행,바이오,22.95,1.0,7.0
000100,유한양행,바이오,8.74,3.0,7.0
000100,유한양행,바이오,2.42,3.0,7.0
000100,유한양행,바이오,5.25,2.0,7.0
000100,유한양행,바이오,-1.14,3.0,7.0
000100,유한양행,바이오,2.76,2.0,7.0
000100,유한양행,바이오,0.85,2.0,7.0
000100,유한양행,바이오,9.71,1.0,7.0
000100,유한양행,바이오,17.37,1.0,7.0
000100,유한양행,바이오,9.55,1.0,7.0
000100,유한양행,바이오,14.59,1.0,7.0
000100,유한양행,바이오,16.17,1.0,7.0
000100,유한양행,바이오,13.52,1.0,7.0
000100,유한양행,바이오,5.29,4.0,7.0
000100,유한양행,바이오,8.72,2.0,7.0
000100,유한양행,바이오,-0.11,2.0,7.0
000100,유한양행,바이오,7.97,1.0,7.0
000100,유한양행,바이오,6.54,2.0,7.0
000100,유한양행,바이오,-0.05,3.0,7.0
000100,유한양행,바이오,-1.79,4.0,7.0
000100,유한양행,바이오,14.12,1.0,7.0
196170,알테오젠,바이오,3.23,3.0,7.0
196170,알테오젠,바이오,2.83,3.0,7.0
196170,알테오젠,바이오,6.77,2.0,7.0
196170,알테오젠,바이오,6.12,3.0,7.0
196170,알테오젠,바이오,4.35,5.0,7.0
196170,알테오젠,바이오,7.73,4.0,7.0
196170,알테오젠,바이오,8.28,4.0,7.0
196170,알테오젠,바이오,14.22,2.0,7.0
196170,알테오젠,바이오,36.73,1.0,7.0
196170,알테오젠,바이오,2.26,5.0,7.0
196170,알테오젠,바이오,-1.01,3.0,7.0
196170,알테오젠,바이오,4.21,3.0,7.0
196170,알테오젠,바이오,1.19,1.0,7.0
196170,알테오젠,바이오,-2.57,6.0,7.0
196170,알테오젠,바이오,-2.96,6.0,7.0
196170,알테오젠,바이오,-7.63,7.0,7.0
196170,알테오젠,바이오,-7.71,7.0,7.0
196170,알테오젠,바이오,2.17,5.0,7.0
196170,알테오젠,바이오,3.08,4.0,7.0
196170,알테오젠,바이오,-1.95,7.0,7.0
196170,알테오젠,바이오,3.62,3.0,7.0
196170,알테오젠,바이오,-0.67,4.0,7.0
196170,알테오젠,바이오,0.43,5.0,7.0
196170,알테오젠,바이오,4.81,3.0,7.0
196170,알테오젠,바이오,6.44,3.0,7.0
196170,알테오젠,바이오,6.74,2.0,7.0
196170,알테오젠,바이오,8.96,1.0,7.0
196170,알테오젠,바이오,-3.44,6.0,7.0
196170,알테오젠,바이오,4.62,2.0,7.0
196170,알테오젠,바이오,13.15,1.0,7.0
196170,알테오젠,바이오,12.18,1.0,7.0
196170,알테오젠,바이오,-0.46,6.0,7.0
196170,알테오젠,바이오,2.0,5.0,7.0
196170,알테오젠,바이오,-2.95,7.0,7.0
196170,알테오젠,바이오,4.4,6.0,7.0
196170,알테오젠,바이오,7.08,4.0,7.0
196170,알테오젠,바이오,2.24,3.0,7.0
196170,알테오젠,바이오,7.09,2.0,7.0
196170,알테오젠,바이오,7.16,4.0,7.0
196170,알테오젠,바이오,-0.51,3.0,7.0
196170,알테오젠,바이오,2.57,3.0,7.0
196170,알테오젠,바이오,2.17,2.0,7.0
196170,알테오젠,바이오,2.58,2.0,7.0
196170,알테오젠,바이오,4.26,2.0,7.0
196170,알테오젠,바이오,5.88,2.0,7.0
196170,알테오젠,바이오,1.32,5.0,7.0
196170,알테오젠,바이오,8.89,1.0,7.0
196170,알테오젠,바이오,-4.32,5.0,7.0
196170,알테오젠,바이오,-2.88,5.0,7.0
196170,알테오젠,바이오,2.33,4.0,7.0
196170,알테오젠,바이오,6.26,2.0,7.0
196170,알테오젠,바이오,5.25,2.0,7.0
196170,알테오젠,바이오,-1.9,4.0,7.0
196170,알테오젠,바이오,2.76,2.0,7.0
196170,알테오젠,바이오,17.26,1.0,7.0
196170,알테오젠,바이오,11.34,1.0,7.0
196170,알테오젠,바이오,7.91,1.0,7.0
196170,알테오젠,바이오,1.09,3.0,7.0
196170,알테오젠,바이오,0.01,2.0,7.0
196170,알테오젠,바이오,-6.58,5.0,7.0
196170,알테오젠,바이오,-5.71,7.0,7.0
196170,알테오젠,바이오,-5.57,7.0,7.0
196170,알테오젠,바이오,2.94,4.0,7.0
196170,알테오젠,바이오,7.66,1.0,7.0
196170,알테오젠,바이오,-0.05,3.0,7.0
196170,알테오젠,바이오,-17.7,7.0,7.0
196170,알테오젠,바이오,-16.73,7.0,7.0
196170,알테오젠,바이오,-12.03,6.0,7.0
196170,알테오젠,바이오,-16.17,6.0,7.0
196170,알테오젠,바이오,2.82,3.0,7.0
196170,알테오젠,바이오,-32.77,6.0,7.0
141080,리가켐바이오,바이오,4.26,3.0,7.0
141080,리가켐바이오,바이오,5.41,3.0,7.0
141080,리가켐바이오,바이오,11.28,1.0,7.0
141080,리가켐바이오,바이오,7.91,3.0,7.0
141080,리가켐바이오,바이오,8.28,4.0,7.0
141080,리가켐바이오,바이오,19.48,1.0,7.0
141080,리가켐바이오,바이오,15.78,2.0,7.0
141080,리가켐바이오,바이오,7.56,3.0,7.0
141080,리가켐바이오,바이오,15.26,1.0,7.0
141080,리가켐바이오,바이오,-5.02,7.0,7.0
141080,리가켐바이오,바이오,2.26,5.0,7.0
141080,리가켐바이오,바이오,8.43,3.0,7.0
141080,리가켐바이오,바이오,6.01,2.0,7.0
141080,리가켐바이오,바이오,3.17,3.0,7.0
141080,리가켐바이오,바이오,7.41,2.0,7.0
141080,리가켐바이오,바이오,-0.61,6.0,7.0
141080,리가켐바이오,바이오,-6.79,6.0,7.0
141080,리가켐바이오,바이오,-6.92,6.0,7.0
141080,리가켐바이오,바이오,-1.43,3.0,7.0
141080,리가켐바이오,바이오,-2.73,4.0,7.0
141080,리가켐바이오,바이오,0.46,3.0,7.0
141080,리가켐바이오,바이오,1.82,4.0,7.0
141080,리가켐바이오,바이오,4.37,4.0,7.0
141080,리가켐바이오,바이오,4.33,4.0,7.0
141080,리가켐바이오,바이오,5.06,3.0,7.0
141080,리가켐바이오,바이오,9.58,1.0,7.0
141080,리가켐바이오,바이오,6.86,2.0,7.0
141080,리가켐바이오,바이오,5.84,2.0,7.0
141080,리가켐바이오,바이오,3.46,2.0,7.0
141080,리가켐바이오,바이오,-0.45,4.0,7.0
141080,리가켐바이오,바이오,-2.44,6.0,7.0
141080,리가켐바이오,바이오,-2.06,6.0,7.0
141080,리가켐바이오,바이오,8.42,2.0,7.0
141080,리가켐바이오,바이오,4.07,4.0,7.0
141080,리가켐바이오,바이오,9.97,2.0,7.0
141080,리가켐바이오,바이오,12.92,3.0,7.0
141080,리가켐바이오,바이오,9.23,1.0,7.0
141080,리가켐바이오,바이오,9.14,2.0,7.0
141080,리가켐바이오,바이오,-3.44,6.0,7.0
141080,리가켐바이오,바이오,0.08,5.0,7.0
141080,리가켐바이오,바이오,4.1,2.0,7.0
141080,리가켐바이오,바이오,3.13,2.0,7.0
141080,리가켐바이오,바이오,4.62,2.0,7.0
141080,리가켐바이오,바이오,6.91,2.0,7.0
141080,리가켐바이오,바이오,7.92,1.0,7.0
141080,리가켐바이오,바이오,10.01,1.0,7.0
141080,리가켐바이오,바이오,9.87,1.0,7.0
141080,리가켐바이오,바이오,-4.88,7.0,7.0
141080,리가켐바이오,바이오,4.4,6.0,7.0
141080,리가켐바이오,바이오,7.08,4.0,7.0
141080,리가켐바이오,바이오,12.31,2.0,7.0
141080,리가켐바이오,바이오,7.09,2.0,7.0
141080,리가켐바이오,바이오,7.16,4.0,7.0
141080,리가켐바이오,바이오,-0.51,3.0,7.0
141080,리가켐바이오,바이오,2.57,3.0,7.0
141080,리가켐바이오,바이오,-4.14,5.0,7.0
141080,리가켐바이오,바이오,-0.71,5.0,7.0
141080,리가켐바이오,바이오,3.48,6.0,7.0
141080,리가켐바이오,바이오,4.72,3.0,7.0
141080,리가켐바이오,바이오,9.19,1.0,7.0
141080,리가켐바이오,바이오,8.89,1.0,7.0
141080,리가켐바이오,바이오,12.32,1.0,7.0
141080,리가켐바이오,바이오,-2.88,5.0,7.0
141080,리가켐바이오,바이오,6.26,2.0,7.0
141080,리가켐바이오,바이오,13.55,2.0,7.0
141080,리가켐바이오,바이오,20.74,1.0,7.0
141080,리가켐바이오,바이오,20.28,1.0,7.0
141080,리가켐바이오,바이오,0.81,4.0,7.0
141080,리가켐바이오,바이오,0.85,2.0,7.0
141080,리가켐바이오,바이오,17.15,1.0,7.0
141080,리가켐바이오,바이오,13.92,1.0,7.0
141080,리가켐바이오,바이오,4.35,3.0,7.0
141080,리가켐바이오,바이오,-11.95,6.0,7.0
141080,리가켐바이오,바이오,-12.03,7.0,7.0
141080,리가켐바이오,바이오,-5.57,7.0,7.0
141080,리가켐바이오,바이오,8.53,1.0,7.0
141080,리가켐바이오,바이오,-1.24,3.0,7.0
141080,리가켐바이오,바이오,-12.03,6.0,7.0
141080,리가켐바이오,바이오,-1.79,4.0,7.0
141080,리가켐바이오,바이오,14.12,1.0,7.0
141080,리가켐바이오,바이오,-9.5,7.0,7.0
141080,리가켐바이오,바이오,-8.34,4.0,7.0
141080,리가켐바이오,바이오,-32.86,6.0,7.0
141080,리가켐바이오,바이오,2.45,2.0,7.0
298380,에이비엘바이오,바이오,11.28,1.0,7.0
298380,에이비엘바이오,바이오,7.73,4.0,7.0
298380,에이비엘바이오,바이오,19.48,1.0,7.0
298380,에이비엘바이오,바이오,15.26,1.0,7.0
298380,에이비엘바이오,바이오,20.29,1.0,7.0
298380,에이비엘바이오,바이오,29.13,1.0,7.0
298380,에이비엘바이오,바이오,30.0,1.0,7.0
298380,에이비엘바이오,바이오,2.3,6.0,7.0
298380,에이비엘바이오,바이오,4.12,2.0,7.0
298380,에이비엘바이오,바이오,7.41,2.0,7.0
298380,에이비엘바이오,바이오,-0.56,4.0,7.0
298380,에이비엘바이오,바이오,-4.61,6.0,7.0
298380,에이비엘바이오,바이오,-1.43,3.0,7.0
298380,에이비엘바이오,바이오,-5.07,6.0,7.0
298380,에이비엘바이오,바이오,1.0,6.0,7.0
298380,에이비엘바이오,바이오,2.82,5.0,7.0
298380,에이비엘바이오,바이오,2.44,5.0,7.0
298380,에이비엘바이오,바이오,4.33,4.0,7.0
298380,에이비엘바이오,바이오,3.89,3.0,7.0
298380,에이비엘바이오,바이오,9.58,1.0,7.0
298380,에이비엘바이오,바이오,5.01,2.0,7.0
298380,에이비엘바이오,바이오,-1.54,5.0,7.0
298380,에이비엘바이오,바이오,-1.89,5.0,7.0
298380,에이비엘바이오,바이오,1.27,3.0,7.0
298380,에이비엘바이오,바이오,3.37,2.0,7.0
298380,에이비엘바이오,바이오,-0.67,4.0,7.0
298380,에이비엘바이오,바이오,4.33,2.0,7.0
298380,에이비엘바이오,바이오,4.95,3.0,7.0
298380,에이비엘바이오,바이오,-0.1,5.0,7.0
298380,에이비엘바이오,바이오,-2.99,7.0,7.0
298380,에이비엘바이오,바이오,-2.61,7.0,7.0
298380,에이비엘바이오,바이오,7.36,3.0,7.0
298380,에이비엘바이오,바이오,4.81,3.0,7.0
298380,에이비엘바이오,바이오,8.96,1.0,7.0
298380,에이비엘바이오,바이오,9.23,1.0,7.0
298380,에이비엘바이오,바이오,0.08,5.0,7.0
298380,에이비엘바이오,바이오,0.35,4.0,7.0
298380,에이비엘바이오,바이오,3.13,2.0,7.0
298380,에이비엘바이오,바이오,-4.88,7.0,7.0
298380,에이비엘바이오,바이오,-2.84,7.0,7.0
298380,에이비엘바이오,바이오,-0.46,6.0,7.0
298380,에이비엘바이오,바이오,4.4,6.0,7.0
298380,에이비엘바이오,바이오,7.08,4.0,7.0
298380,에이비엘바이오,바이오,-1.11,6.0,7.0
298380,에이비엘바이오,바이오,-0.51,3.0,7.0
298380,에이비엘바이오,바이오,2.57,3.0,7.0
298380,에이비엘바이오,바이오,-4.14,5.0,7.0
298380,에이비엘바이오,바이오,1.32,5.0,7.0
298380,에이비엘바이오,바이오,4.72,3.0,7.0
298380,에이비엘바이오,바이오,9.19,1.0,7.0
298380,에이비엘바이오,바이오,2.33,4.0,7.0
298380,에이비엘바이오,바이오,6.26,2.0,7.0
298380,에이비엘바이오,바이오,20.74,1.0,7.0
298380,에이비엘바이오,바이오,2.76,2.0,7.0
298380,에이비엘바이오,바이오,5.96,1.0,7.0
298380,에이비엘바이오,바이오,-1.03,2.0,7.0
298380,에이비엘바이오,바이오,-0.15,3.0,7.0
298380,에이비엘바이오,바이오,18.81,1.0,7.0
298380,에이비엘바이오,바이오,20.18,1.0,7.0
298380,에이비엘바이오,바이오,15.55,1.0,7.0
298380,에이비엘바이오,바이오,9.01,4.0,7.0
298380,에이비엘바이오,바이오,2.73,6.0,7.0
298380,에이비엘바이오,바이오,3.12,5.0,7.0
298380,에이비엘바이오,바이오,1.58,5.0,7.0
298380,에이비엘바이오,바이오,2.88,5.0,7.0
298380,에이비엘바이오,바이오,8.49,4.0,7.0
298380,에이비엘바이오,바이오,2.92,1.0,7.0
298380,에이비엘바이오,바이오,6.05,1.0,7.0
298380,에이비엘바이오,바이오,7.0,1.0,7.0
298380,에이비엘바이오,바이오,7.49,1.0,7.0
298380,에이비엘바이오,바이오,-1.53,4.0,7.0
298380,에이비엘바이오,바이오,1.9,4.0,7.0
298380,에이비엘바이오,바이오,11.47,2.0,7.0
298380,에이비엘바이오,바이오,-1.17,4.0,7.0
298380,에이비엘바이오,바이오,5.25,3.0,7.0
298380,에이비엘바이오,바이오,-17.7,7.0,7.0
298380,에이비엘바이오,바이오,-15.76,7.0,7.0
298380,에이비엘바이오,바이오,-12.03,6.0,7.0
298380,에이비엘바이오,바이오,6.96,3.0,7.0
298380,에이비엘바이오,바이오,14.12,1.0,7.0
298380,에이비엘바이오,바이오,-9.5,7.0,7.0
298380,에이비엘바이오,바이오,-19.55,4.0,7.0
128940,한미약품,바이오,10.34,2.0,7.0
128940,한미약품,바이오,8.5,2.0,7.0
128940,한미약품,바이오,-2.13,6.0,7.0
128940,한미약품,바이오,8.43,3.0,7.0
128940,한미약품,바이오,2.47,6.0,7.0
128940,한미약품,바이오,6.93,4.0,7.0
128940,한미약품,바이오,-2.81,4.0,7.0
128940,한미약품,바이오,-0.56,4.0,7.0
128940,한미약품,바이오,-3.19,6.0,7.0
128940,한미약품,바이오,-4.37,7.0,7.0
128940,한미약품,바이오,-11.07,7.0,7.0
128940,한미약품,바이오,2.93,5.0,7.0
128940,한미약품,바이오,0.49,5.0,7.0
128940,한미약품,바이오,-5.01,6.0,7.0
128940,한미약품,바이오,9.58,1.0,7.0
128940,한미약품,바이오,13.02,1.0,7.0
128940,한미약품,바이오,6.38,3.0,7.0
128940,한미약품,바이오,0.25,2.0,7.0
128940,한미약품,바이오,4.07,4.0,7.0
128940,한미약품,바이오,9.97,2.0,7.0
128940,한미약품,바이오,12.46,4.0,7.0
128940,한미약품,바이오,-4.54,7.0,7.0
128940,한미약품,바이오,-5.3,7.0,7.0
128940,한미약품,바이오,12.31,1.0,7.0
128940,한미약품,바이오,7.7,1.0,7.0
128940,한미약품,바이오,4.18,3.0,7.0
128940,한미약품,바이오,-2.84,7.0,7.0
128940,한미약품,바이오,4.4,6.0,7.0
128940,한미약품,바이오,7.08,4.0,7.0
128940,한미약품,바이오,10.05,4.0,7.0
128940,한미약품,바이오,16.51,2.0,7.0
128940,한미약품,바이오,-1.11,5.0,7.0
128940,한미약품,바이오,-1.46,5.0,7.0
128940,한미약품,바이오,0.9,5.0,7.0
128940,한미약품,바이오,7.16,4.0,7.0
128940,한미약품,바이오,11.68,3.0,7.0
128940,한미약품,바이오,17.86,1.0,7.0
128940,한미약품,바이오,2.64,5.0,7.0
128940,한미약품,바이오,9.19,1.0,7.0
128940,한미약품,바이오,14.28,1.0,7.0
128940,한미약품,바이오,12.82,2.0,7.0
128940,한미약품,바이오,3.62,3.0,7.0
128940,한미약품,바이오,19.28,1.0,7.0
128940,한미약품,바이오,6.18,3.0,7.0
128940,한미약품,바이오,8.75,1.0,7.0
128940,한미약품,바이오,18.62,1.0,7.0
128940,한미약품,바이오,10.88,2.0,7.0
128940,한미약품,바이오,-3.82,5.0,7.0
128940,한미약품,바이오,-4.44,6.0,7.0
128940,한미약품,바이오,-8.08,6.0,7.0
128940,한미약품,바이오,0.16,5.0,7.0
128940,한미약품,바이오,5.25,3.0,7.0
128940,한미약품,바이오,-3.15,5.0,7.0
128940,한미약품,바이오,-4.16,5.0,7.0
128940,한미약품,바이오,-1.24,3.0,7.0
128940,한미약품,바이오,-17.7,7.0,7.0
128940,한미약품,바이오,-15.76,7.0,7.0
128940,한미약품,바이오,-12.03,6.0,7.0
128940,한미약품,바이오,-1.09,3.0,7.0
128940,한미약품,바이오,-16.83,7.0,7.0
128940,한미약품,바이오,-9.44,7.0,7.0
128940,한미약품,바이오,-39.71,4.0,7.0
326030,SK바이오팜,바이오,6.01,2.0,7.0
326030,SK바이오팜,바이오,0.75,4.0,7.0
326030,SK바이오팜,바이오,1.19,1.0,7.0
326030,SK바이오팜,바이오,-3.19,6.0,7.0
326030,SK바이오팜,바이오,-2.45,7.0,7.0
326030,SK바이오팜,바이오,2.44,5.0,7.0
326030,SK바이오팜,바이오,3.08,4.0,7.0
326030,SK바이오팜,바이오,10.81,1.0,7.0
326030,SK바이오팜,바이오,2.36,2.0,7.0
326030,SK바이오팜,바이오,-2.61,4.0,7.0
326030,SK바이오팜,바이오,8.12,2.0,7.0
326030,SK바이오팜,바이오,12.68,2.0,7.0
326030,SK바이오팜,바이오,0.08,5.0,7.0
326030,SK바이오팜,바이오,3.13,2.0,7.0
326030,SK바이오팜,바이오,12.07,4.0,7.0
326030,SK바이오팜,바이오,16.51,2.0,7.0
326030,SK바이오팜,바이오,-1.46,5.0,7.0
326030,SK바이오팜,바이오,-4.53,6.0,7.0
326030,SK바이오팜,바이오,-3.37,7.0,7.0
326030,SK바이오팜,바이오,0.9,5.0,7.0
326030,SK바이오팜,바이오,7.16,4.0,7.0
326030,SK바이오팜,바이오,11.68,3.0,7.0
326030,SK바이오팜,바이오,4.25,2.0,7.0
326030,SK바이오팜,바이오,2.9,4.0,7.0
326030,SK바이오팜,바이오,9.19,1.0,7.0
326030,SK바이오팜,바이오,13.56,1.0,7.0
326030,SK바이오팜,바이오,3.92,5.0,7.0
326030,SK바이오팜,바이오,9.92,1.0,7.0
326030,SK바이오팜,바이오,22.07,1.0,7.0
326030,SK바이오팜,바이오,17.64,1.0,7.0
326030,SK바이오팜,바이오,17.74,1.0,7.0
326030,SK바이오팜,바이오,17.37,1.0,7.0
326030,SK바이오팜,바이오,20.18,1.0,7.0
326030,SK바이오팜,바이오,18.58,1.0,7.0
326030,SK바이오팜,바이오,6.35,4.0,7.0
326030,SK바이오팜,바이오,5.23,4.0,7.0
326030,SK바이오팜,바이오,-5.57,7.0,7.0
326030,SK바이오팜,바이오,7.97,1.0,7.0
326030,SK바이오팜,바이오,3.81,3.0,7.0
326030,SK바이오팜,바이오,-16.29,7.0,7.0
326030,SK바이오팜,바이오,-17.7,7.0,7.0
326030,SK바이오팜,바이오,-1.79,4.0,7.0
326030,SK바이오팜,바이오,13.87,1.0,7.0
326030,SK바이오팜,바이오,-32.86,6.0,7.0
214450,파마리서치,바이오,8.52,2.0,7.0
214450,파마리서치,바이오,9.21,2.0,7.0
214450,파마리서치,바이오,11.6,1.0,7.0
214450,파마리서치,바이오,8.28,4.0,7.0
214450,파마리서치,바이오,16.67,2.0,7.0
214450,파마리서치,바이오,7.63,3.0,7.0
214450,파마리서치,바이오,2.08,4.0,7.0
214450,파마리서치,바이오,0.7,4.0,7.0
214450,파마리서치,바이오,2.02,3.0,7.0
214450,파마리서치,바이오,-14.8,7.0,7.0
214450,파마리서치,바이오,-8.36,7.0,7.0
214450,파마리서치,바이오,-2.02,5.0,7.0
214450,파마리서치,바이오,-0.19,2.0,7.0
214450,파마리서치,바이오,2.88,2.0,7.0
214450,파마리서치,바이오,-4.1,6.0,7.0
