종목,종목명,섹터,신호일,진입일,진입가,섹터강도,r1,r2,r3,r5,r7,r10,r15,r20,why1,why2,why3,why5,why7,why10,why15,why20
005930,삼성전자,반도체,2020-06-03,2020-06-04,55800.0,1.86,-2.509,1.0753,0.0,-2.3297,-7.8853,-7.8853,-7.8853,-7.8853,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
005930,삼성전자,반도체,2020-07-28,2020-07-29,60300.0,13.25,-0.995,-1.3267,-4.1459,-5.141,-5.141,-5.141,-5.141,-5.141,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
005930,삼성전자,반도체,2021-01-08,2021-01-11,90000.0,2.52,0.3333,-0.2222,-1.4444,-3.7778,-6.1111,-6.1111,-6.1111,-6.1111,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
005930,삼성전자,반도체,2021-01-11,2021-01-12,90300.0,3.78,-0.5537,-1.7719,-0.5537,-6.423,-6.423,-6.423,-6.423,-6.423,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
005930,삼성전자,반도체,2021-11-22,2021-11-23,76000.0,22.56,0.0,-1.1842,-3.2895,-3.6842,-5.2632,-5.2632,-5.2632,-5.2632,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
005930,삼성전자,반도체,2023-04-07,2023-04-10,64800.0,23.45,2.1605,1.5432,1.2346,0.3086,1.0802,0.7716,-1.8519,-1.8519,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
005930,삼성전자,반도체,2023-05-30,2023-05-31,72400.0,7.86,-2.0718,-0.9669,0.4144,-2.7624,-0.4144,-0.4144,-3.0387,-3.0387,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
005930,삼성전자,반도체,2023-09-01,2023-09-04,72900.0,3.57,-2.7435,-3.0178,-3.9781,-3.4294,-2.4691,-2.1948,-6.31,-6.31,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
005930,삼성전자,반도체,2024-03-20,2024-03-21,79200.0,8.13,0.5051,0.5051,0.6313,0.2525,5.0505,7.5758,6.9444,1.8939,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
005930,삼성전자,반도체,2024-03-21,2024-03-22,79600.0,8.81,0.0,0.1256,-0.5025,2.0101,4.1457,6.1558,4.1457,1.3819,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
005930,삼성전자,반도체,2024-07-04,2024-07-05,85600.0,0.88,2.6869,2.5701,2.3364,0.3505,1.5187,0.0,-1.4019,-1.4019,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
005930,삼성전자,반도체,2024-07-05,2024-07-08,87900.0,-0.61,-0.1138,-0.3413,0.6826,-3.6405,-0.9101,-3.9818,-3.9818,-3.9818,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
005930,삼성전자,반도체,2025-09-12,2025-09-15,77200.0,-0.69,-0.3886,2.4611,2.4611,11.1399,9.3264,9.5855,23.4456,27.5907,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
005930,삼성전자,반도체,2025-10-02,2025-10-10,94000.0,17.93,-2.8723,1.383,-1.8085,3.4043,4.7872,4.1489,11.7021,2.5532,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
005930,삼성전자,반도체,2025-10-31,2025-11-03,106900.0,1.73,4.5837,-5.5192,-2.9935,-2.9935,-2.9935,-2.9935,-2.9935,-2.9935,기간만료,기간만료,손절,손절,손절,손절,손절,손절
005930,삼성전자,반도체,2026-01-05,2026-01-06,135300.0,7.8,6.0606,2.2173,0.5174,3.3259,2.7347,9.7561,11.2343,16.7036,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
005930,삼성전자,반도체,2026-05-06,2026-05-07,272000.0,13.4,-4.4118,4.5956,6.6176,3.6765,-0.9191,6.9853,13.7868,7.7206,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2020-05-28,2020-05-29,82600.0,5.16,-0.6053,-0.6053,-0.6053,-0.6053,-0.6053,-0.6053,-0.6053,-0.6053,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
000660,SK하이닉스,반도체,2020-06-03,2020-06-04,90000.0,1.86,-1.6667,3.3333,1.1111,-0.7778,-6.5556,-6.5556,-6.5556,-6.5556,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
000660,SK하이닉스,반도체,2020-07-30,2020-07-31,85700.0,13.91,-3.8506,-3.8506,-3.8506,-3.8506,-3.8506,-3.8506,-3.8506,-3.8506,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
000660,SK하이닉스,반도체,2020-11-16,2020-11-17,97400.0,1.77,2.4641,-1.232,1.6427,3.6961,-0.616,1.232,21.1499,21.6632,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2021-11-22,2021-11-23,119500.0,22.56,0.8368,0.8368,-2.5105,-1.2552,-3.3473,-0.4184,0.8368,3.7657,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2022-03-18,2022-03-21,124000.0,1.34,-2.4194,0.0,-2.4194,-1.6129,-1.6129,-1.6129,-1.6129,-1.6129,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
000660,SK하이닉스,반도체,2022-10-05,2022-10-06,90900.0,-0.52,-1.4301,-1.3201,0.11,5.6106,5.5006,-1.2101,-4.1804,-4.1804,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
000660,SK하이닉스,반도체,2023-01-04,2023-01-05,83300.0,1.89,-2.2809,1.9208,2.6411,5.7623,3.2413,0.8403,9.6038,9.7239,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2023-04-07,2023-04-10,88700.0,23.45,2.2548,3.6077,0.9019,0.3382,-0.7892,-0.7892,-0.7892,-0.7892,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈
000660,SK하이닉스,반도체,2023-05-25,2023-05-26,107500.0,7.06,5.3023,2.3256,-1.3953,2.4186,-0.4651,8.8372,6.0465,6.0465,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2023-05-26,2023-05-30,113200.0,7.17,-2.8269,-6.3604,-1.9435,-3.9753,-2.5618,4.947,2.6502,0.8834,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
000660,SK하이닉스,반도체,2023-07-27,2023-07-28,126200.0,16.3,1.4263,-1.7433,-2.2979,-5.7052,-5.7052,-5.7052,-5.7052,-5.7052,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
000660,SK하이닉스,반도체,2023-07-28,2023-07-31,128000.0,21.55,-3.125,-3.6719,-7.0312,-7.0312,-7.0312,-7.0312,-7.0312,-7.0312,기간만료,기간만료,손절,손절,손절,손절,손절,손절
000660,SK하이닉스,반도체,2023-12-14,2023-12-15,137000.0,2.68,1.4599,2.1898,2.1168,4.1606,2.7737,2.1898,1.4599,1.4599,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
000660,SK하이닉스,반도체,2024-03-21,2024-03-22,169000.0,8.81,0.8876,1.7751,4.5562,6.0355,11.2426,9.3491,9.7041,4.142,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
000660,SK하이닉스,반도체,2025-01-06,2025-01-07,205000.0,17.86,-5.8049,-1.9512,-1.9512,-1.9512,-1.9512,-1.9512,-1.9512,-1.9512,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2020-05-20,2020-05-21,4835.0,10.24,-0.7239,-3.2058,4.9638,-2.1717,-7.3423,-7.3423,-7.3423,-7.3423,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
042700,한미반도체,반도체,2020-05-25,2020-05-26,5075.0,11.92,-3.6453,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,-6.798,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2020-07-08,2020-07-09,4250.0,4.97,0.0,3.2941,4.3529,8.9412,15.8824,42.3529,47.0588,41.1765,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2020-07-17,2020-07-20,4925.0,10.35,-1.8274,12.1827,22.8426,21.8274,25.3807,21.8274,18.7817,15.2284,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2020-07-21,2020-07-22,5525.0,11.16,9.5023,4.0724,8.5973,11.7647,11.3122,10.4072,12.6697,2.7149,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2020-07-22,2020-07-23,6050.0,10.3,-4.9587,-0.8264,0.8264,3.3058,-0.8264,-0.8264,-2.4793,-6.1983,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절
042700,한미반도체,반도체,2020-07-23,2020-07-24,5750.0,11.67,4.3478,6.087,7.3913,6.9565,7.3913,3.4783,-1.3043,-1.3043,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2020-09-08,2020-09-09,5500.0,-3.13,7.2727,4.5455,2.2727,0.4545,-5.4545,-5.4545,-5.4545,-5.4545,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2020-10-13,2020-10-14,5625.0,-0.98,0.0,-2.2222,4.8889,-0.8889,-3.5556,-9.3333,-9.3333,-9.3333,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
042700,한미반도체,반도체,2020-10-16,2020-10-19,5900.0,-2.08,-4.661,-5.5085,-5.5085,-5.5085,-5.5085,-5.5085,-5.5085,-5.5085,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2020-11-16,2020-11-17,6250.0,1.77,0.8,-2.8,2.4,2.8,-1.2,-1.6,2.0,10.0,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2020-12-08,2020-12-09,6750.0,5.93,-0.3704,2.2222,4.0741,5.1852,24.4444,28.1481,35.9259,30.3704,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2020-12-16,2020-12-17,7925.0,4.3,5.9937,3.7855,7.2555,5.3628,5.3628,15.142,10.7256,26.8139,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2020-12-17,2020-12-18,8400.0,5.04,-2.0833,1.1905,2.9762,0.0,6.5476,7.1429,5.3571,22.3214,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2021-01-15,2021-01-18,9625.0,10.96,4.4156,6.7532,8.3117,8.3117,9.8701,-1.2987,-1.2987,-1.2987,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
042700,한미반도체,반도체,2021-01-18,2021-01-19,10050.0,12.07,2.2388,3.7313,4.9751,5.2239,-3.7313,-5.4726,-5.4726,-5.4726,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
042700,한미반도체,반도체,2021-02-19,2021-02-22,12175.0,1.38,-4.1068,-7.8029,-7.8029,-7.8029,-7.8029,-7.8029,-7.8029,-7.8029,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2021-04-01,2021-04-02,13250.0,7.17,3.3962,14.5283,16.7925,21.8868,24.5283,17.9245,28.4906,30.1887,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2021-04-05,2021-04-06,15175.0,12.79,1.9769,0.8237,6.425,8.7315,4.7776,7.4135,25.2059,10.8731,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2021-04-06,2021-04-07,15475.0,13.74,-1.1309,4.3619,5.1696,3.231,0.9693,6.3005,23.4249,7.2698,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2021-06-03,2021-06-04,17300.0,0.0,0.0,-0.289,-2.6012,-5.6358,-5.6358,-5.6358,-5.6358,-5.6358,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2021-07-02,2021-07-05,17975.0,0.79,-2.3644,-2.3644,-2.0862,-6.5369,-6.5369,-6.5369,-6.5369,-6.5369,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2021-07-19,2021-07-20,18250.0,3.75,3.8356,3.9726,8.6301,5.3425,5.6164,3.1507,2.8767,-0.137,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2021-07-20,2021-07-21,18950.0,4.07,0.1319,4.6174,6.3325,-0.9235,-3.6939,0.6596,-3.8259,-3.8259,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2021-07-22,2021-07-23,19825.0,4.43,1.6393,-3.0265,-5.2963,-7.9445,-7.9445,-7.9445,-7.9445,-7.9445,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2021-10-15,2021-10-18,15600.0,-5.63,-0.1603,-0.8013,-0.8013,-0.8013,-0.8013,-0.8013,-0.8013,-0.8013,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2021-11-15,2021-11-16,17300.0,8.77,2.0231,0.289,2.8902,10.2601,3.3237,-0.7225,-0.7225,-0.7225,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
042700,한미반도체,반도체,2021-11-22,2021-11-23,19075.0,22.56,-1.9659,-6.291,-6.291,-6.291,-6.291,-6.291,-6.291,-6.291,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2021-12-02,2021-12-03,18475.0,18.86,-1.0825,2.571,5.2774,-2.571,-0.406,-3.1123,-4.4655,-4.4655,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
042700,한미반도체,반도체,2022-01-14,2022-01-17,18775.0,7.74,-0.7989,-3.8615,-3.8615,-3.8615,-3.8615,-3.8615,-3.8615,-3.8615,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2022-03-25,2022-03-28,17250.0,2.62,0.4348,2.7536,-0.2899,1.4493,1.1594,-2.3188,-6.6667,-6.6667,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
042700,한미반도체,반도체,2022-04-14,2022-04-15,17200.0,3.35,-1.4535,-1.4535,-1.4535,-1.4535,-1.4535,-1.4535,-1.4535,-1.4535,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2022-07-11,2022-07-12,13600.0,-4.61,-1.8382,1.1029,4.7794,0.0,0.7353,2.9412,-1.8382,-1.8382,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2022-07-22,2022-07-25,14250.0,3.3,-1.7544,-2.807,0.0,-4.5614,-4.5614,-4.5614,-4.5614,-4.5614,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2022-09-19,2022-09-20,13200.0,-0.85,-1.8939,-5.6818,-3.4091,-9.8485,-9.8485,-9.8485,-9.8485,-9.8485,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2022-11-14,2022-11-15,12850.0,-4.15,4.6693,0.3891,2.7237,0.7782,1.5564,2.3346,0.7782,-3.5019,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2022-11-29,2022-11-30,13600.0,2.34,1.4706,-1.8382,-3.3088,-8.8235,-8.8235,-8.8235,-8.8235,-8.8235,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-01-04,2023-01-05,12650.0,1.89,-3.1621,-3.1621,-3.1621,-3.1621,-3.1621,-3.1621,-3.1621,-3.1621,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2023-01-10,2023-01-11,13250.0,3.1,-0.7547,-0.7547,-0.3774,0.3774,0.0,4.8302,9.5094,17.2075,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2023-03-07,2023-03-08,15990.0,0.22,2.5641,-3.3146,-6.4415,-6.4415,-6.4415,-6.4415,-6.4415,-6.4415,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-03-17,2023-03-20,16080.0,0.66,-0.1866,-0.6841,-0.1866,26.8657,35.5721,31.8408,27.7985,23.01,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2023-03-24,2023-03-27,20400.0,15.65,0.2451,6.8627,5.3922,3.9216,-7.2059,-7.2059,-7.2059,-7.2059,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
042700,한미반도체,반도체,2023-03-27,2023-03-28,20450.0,17.95,6.6015,5.1345,13.4474,-0.978,-7.4328,-7.4328,-7.4328,-7.4328,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
042700,한미반도체,반도체,2023-03-28,2023-03-29,21800.0,19.56,-1.3761,6.422,-2.7523,-2.7523,-2.7523,-2.7523,-2.7523,-2.7523,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-05-19,2023-05-22,25950.0,8.16,1.5414,0.3854,10.4046,9.0559,0.3854,-3.0829,3.4682,17.9191,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2023-05-25,2023-05-26,28150.0,7.06,0.5329,-3.3748,-7.46,-7.46,-7.46,-7.46,-7.46,-7.46,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-06-15,2023-06-16,28700.0,18.71,3.1359,1.0453,6.6202,2.2648,5.0523,5.4007,1.9164,1.9164,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2023-07-13,2023-07-14,43250.0,7.35,4.0462,12.7168,12.6012,1.0405,8.5549,7.2832,13.2948,4.2775,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2023-07-14,2023-07-17,45000.0,12.35,8.3333,8.2222,-2.6667,-3.8889,5.7778,6.4444,3.5556,0.2222,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2023-08-18,2023-08-21,58800.0,8.15,5.7823,-6.8027,-6.8027,-6.8027,-6.8027,-6.8027,-6.8027,-6.8027,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-10-13,2023-10-16,56400.0,6.7,4.4326,1.2411,1.5957,3.5461,4.6099,0.1773,-6.0284,-6.0284,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
042700,한미반도체,반도체,2023-11-07,2023-11-08,63100.0,11.14,-3.1696,-2.6941,-3.1696,-7.607,-7.607,-7.607,-7.607,-7.607,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2023-12-27,2023-12-28,61700.0,-0.61,0.0,-3.5656,-3.8898,-4.5381,-4.5381,-4.5381,-4.5381,-4.5381,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2024-02-08,2024-02-13,82200.0,1.69,-3.4063,-2.5547,-8.1509,-8.1509,-8.1509,-8.1509,-8.1509,-8.1509,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-02-13,2024-02-14,79400.0,6.75,0.8816,-4.9118,-4.9118,-4.9118,-4.9118,-4.9118,-4.9118,-4.9118,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-02-26,2024-02-27,76700.0,-3.91,7.0404,14.3416,14.6023,22.9465,33.7679,32.9857,22.8162,43.807,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2024-03-04,2024-03-05,96000.0,10.66,-1.7708,5.625,6.875,1.7708,3.125,0.5208,3.125,51.0417,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2024-03-26,2024-03-27,110300.0,7.7,4.6238,21.8495,21.5775,28.1052,19.1296,22.3028,22.8468,19.6736,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2024-03-28,2024-03-29,134400.0,8.12,-0.2232,7.8869,5.1339,-2.2321,-1.7857,7.8125,-1.7113,-1.7857,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절
042700,한미반도체,반도체,2024-05-27,2024-05-28,157100.0,0.62,5.9198,6.2381,4.1375,-6.3017,-6.3017,-6.3017,-6.3017,-6.3017,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-05-28,2024-05-29,166400.0,2.75,0.3005,-1.6827,-4.988,-11.5385,-11.5385,-11.5385,-11.5385,-11.5385,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-09-26,2024-09-27,114200.0,-0.57,-2.8021,-7.7058,-7.7058,-7.7058,-7.7058,-7.7058,-7.7058,-7.7058,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-10-17,2024-10-18,113600.0,14.17,-7.6585,-7.6585,-7.6585,-7.6585,-7.6585,-7.6585,-7.6585,-7.6585,손절,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2024-12-11,2024-12-12,82700.0,-2.9,1.0883,2.2975,2.1765,-0.6046,-2.5393,-0.8464,24.5466,30.8343,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2024-12-12,2024-12-13,83600.0,0.47,1.1962,1.0766,3.4689,1.7943,5.8612,-0.7177,18.0622,27.7512,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-01-08,2025-01-09,115500.0,15.36,0.0,-2.9437,-6.3203,-6.3203,-6.3203,-6.3203,-6.3203,-6.3203,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2025-01-22,2025-01-23,124800.0,15.39,-1.2821,-13.4615,-13.3013,-13.3013,-13.3013,-13.3013,-13.3013,-13.3013,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2025-04-18,2025-04-21,76100.0,-11.14,-4.0736,2.4967,16.4258,7.3587,0.657,3.6794,11.6951,8.41,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-04-23,2025-04-24,88600.0,-7.35,-2.3702,-2.3702,-2.3702,-2.3702,-2.3702,-2.3702,-2.3702,-2.3702,손절,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2025-05-16,2025-05-19,88700.0,1.8,-1.0147,-2.9312,-6.9899,-6.9899,-6.9899,-6.9899,-6.9899,-6.9899,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2025-06-19,2025-06-20,93800.0,1.02,-3.5181,-1.5991,4.5842,12.0469,7.4627,1.8124,3.0917,-4.371,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2025-06-26,2025-06-27,105100.0,6.55,-2.7593,-4.0913,-9.1342,-9.1342,-9.1342,-9.1342,-9.1342,-9.1342,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2025-07-31,2025-08-01,89700.0,-3.06,-2.1182,-2.1182,-2.1182,-2.1182,-2.1182,-2.1182,-2.1182,-2.1182,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
042700,한미반도체,반도체,2025-09-10,2025-09-11,89000.0,1.22,1.6854,4.0449,3.3708,2.9213,7.5281,4.382,20.1124,62.9213,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-09-11,2025-09-12,90500.0,-1.11,2.3204,1.6575,1.989,2.8729,5.4144,-0.1105,27.6243,62.0994,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-09-30,2025-10-01,97500.0,14.17,0.9231,9.641,18.4615,32.3077,48.7179,52.5128,49.4359,36.1026,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-10-02,2025-10-10,106900.0,17.93,8.0449,25.4443,20.6735,35.6408,43.218,44.9953,31.1506,28.0636,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2025-10-10,2025-10-13,115500.0,22.83,16.1039,11.6883,22.5108,27.013,28.7446,31.5152,22.8571,18.5281,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2025-10-13,2025-10-14,134100.0,24.77,-3.8031,5.5183,8.1283,14.1685,9.918,10.7383,9.3214,2.088,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
042700,한미반도체,반도체,2025-12-22,2025-12-23,128100.0,2.02,-0.2342,-1.7174,6.3232,-0.3903,31.9282,41.9984,44.9649,32.5527,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2025-12-26,2025-12-29,136200.0,2.68,-4.2584,-6.3142,-6.3142,-6.3142,-6.3142,-6.3142,-6.3142,-6.3142,기간만료,손절,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2026-01-02,2026-01-05,154900.0,5.77,9.1026,25.4358,17.9471,14.3964,14.7837,13.9445,10.5229,32.3434,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2026-01-05,2026-01-06,169000.0,7.8,14.9704,8.1065,7.6331,1.5385,2.6627,4.3787,0.4734,16.8639,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
042700,한미반도체,반도체,2026-01-06,2026-01-07,194300.0,12.81,-5.9701,-6.3819,-8.8008,-8.8008,-8.8008,-8.8008,-8.8008,-8.8008,기간만료,기간만료,손절,손절,손절,손절,손절,손절
042700,한미반도체,반도체,2026-01-29,2026-01-30,199900.0,21.19,2.5513,-1.2006,-1.2006,-1.2006,-1.2006,-1.2006,-1.2006,-1.2006,기간만료,손절,손절,손절,손절,손절,손절,손절
