종목,종목명,섹터,신호일,진입일,진입가,섹터강도,r1,r2,r3,r5,r7,r10,r15,r20,why1,why2,why3,why5,why7,why10,why15,why20
064350,현대로템,방산·우주항공,2023-06-14,2023-06-15,32600.0,1.45,1.3804,3.8344,16.2577,18.0982,11.9632,9.9693,18.865,11.3497,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2023-06-19,2023-06-20,37900.0,13.4,2.7704,1.5831,1.715,-2.2427,-5.409,-5.409,-5.409,-5.409,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2023-06-20,2023-06-21,38950.0,14.88,-1.1553,-1.027,-6.2901,-6.2901,-6.2901,-6.2901,-6.2901,-6.2901,기간만료,기간만료,손절,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2023-06-30,2023-07-03,36750.0,11.72,-1.3605,2.1769,5.4422,4.2177,-1.2245,-1.2245,-1.2245,-1.2245,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
064350,현대로템,방산·우주항공,2023-09-06,2023-09-07,31850.0,-3.34,-3.7677,-3.4537,-2.0408,-7.2214,-7.2214,-7.2214,-7.2214,-7.2214,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2023-12-01,2023-12-04,28050.0,4.87,3.3868,3.2086,5.3476,2.6738,-4.2781,-4.2781,-4.2781,-4.2781,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈
064350,현대로템,방산·우주항공,2023-12-04,2023-12-05,29000.0,7.33,-0.1724,1.8966,0.1724,-6.2069,-7.4138,-7.4138,-7.4138,-7.4138,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2024-01-31,2024-02-01,28100.0,-0.99,-1.7794,-3.7367,-3.7367,-2.1352,-2.1352,-2.1352,-2.1352,-2.1352,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
064350,현대로템,방산·우주항공,2024-02-22,2024-02-23,33950.0,1.37,-3.2401,-1.7673,-1.3255,-1.3255,-5.5965,-5.5965,-5.5965,-5.5965,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2024-03-29,2024-04-01,36950.0,5.36,3.9242,5.0068,4.8714,2.1651,11.502,5.6834,8.6604,2.977,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2024-04-01,2024-04-02,38400.0,9.72,1.0417,0.9115,-0.7812,-1.3021,8.9844,0.5208,5.9896,-0.9115,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2024-04-09,2024-04-11,41200.0,8.42,1.5777,1.9417,-5.2184,-5.2184,-5.2184,-5.2184,-5.2184,-5.2184,기간만료,기간만료,손절,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2024-06-17,2024-06-18,42450.0,3.04,-4.8292,-4.8292,-4.8292,-4.8292,-4.8292,-4.8292,-4.8292,-4.8292,손절,손절,손절,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2024-07-10,2024-07-11,41700.0,4.21,-1.9185,-1.7986,3.717,3.8369,1.0791,12.7098,17.2662,10.7914,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2024-07-15,2024-07-16,43250.0,1.63,0.3468,0.1156,-2.5434,-2.4277,8.6705,15.2601,6.8208,6.8208,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2024-07-23,2024-07-24,46500.0,8.32,1.0753,-4.5161,-4.5161,-4.5161,-4.5161,-4.5161,-4.5161,-4.5161,기간만료,손절,손절,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2024-08-13,2024-08-14,52800.0,10.71,2.8409,3.0303,0.3788,4.1667,3.0303,-0.3788,0.3788,-3.5985,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2024-10-07,2024-10-08,60600.0,7.48,1.4851,-0.165,2.4752,4.2904,11.2211,9.4059,7.0957,1.9802,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2025-02-06,2025-02-07,74000.0,11.38,7.973,8.1081,5.9459,8.1081,17.2973,16.4865,10.6757,11.6216,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2025-02-07,2025-02-10,79900.0,14.85,0.1252,-1.8773,0.1252,3.7547,12.2653,11.3892,3.3792,3.3792,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2025-03-12,2025-03-13,96700.0,25.82,5.8945,7.2389,12.7198,13.8573,16.7528,10.7549,-0.3102,-0.3102,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
064350,현대로템,방산·우주항공,2025-03-13,2025-03-14,102400.0,17.33,1.2695,6.4453,10.1562,1.0742,13.0859,1.4648,-5.8594,-5.8594,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
064350,현대로템,방산·우주항공,2025-05-26,2025-05-27,139700.0,9.76,2.0759,1.8611,5.0107,10.2362,10.2362,23.98,40.7301,39.9427,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
064350,현대로템,방산·우주항공,2025-10-22,2025-10-23,230500.0,-12.8,4.5553,1.9523,4.5553,0.2169,0.2169,-4.7722,-4.7722,-4.7722,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
064350,현대로템,방산·우주항공,2025-10-23,2025-10-24,241000.0,-11.25,-2.4896,0.0,-0.8299,-5.3942,-1.2448,-8.9212,-8.9212,-8.9212,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
064350,현대로템,방산·우주항공,2026-03-03,2026-03-04,260000.0,4.02,-16.3462,-16.3462,-16.3462,-16.3462,-16.3462,-16.3462,-16.3462,-16.3462,손절,손절,손절,손절,손절,손절,손절,손절
064350,현대로템,방산·우주항공,2026-04-02,2026-04-03,202000.0,0.61,2.9703,2.7228,3.2178,0.495,3.4653,8.4158,18.3168,33.6634,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-04-24,2020-04-27,7783.91796875,23.26,-0.6842,0.0,-5.1311,-6.8415,-6.8415,-6.8415,-6.8415,-6.8415,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-06-08,2020-06-09,8662.603515625,9.6,1.7418,-1.8443,-9.5287,-3.1762,-3.1762,-3.1762,-3.1762,-3.1762,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-06-09,2020-06-10,8813.4892578125,14.76,-3.5247,-11.0775,-11.0775,-11.0775,-11.0775,-11.0775,-11.0775,-11.0775,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-06-17,2020-06-18,9097.509765625,14.87,-2.5366,-8.1951,-8.1951,-8.1951,-8.1951,-8.1951,-8.1951,-8.1951,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-07-23,2020-07-24,8405.2109375,-1.55,-0.2112,4.0127,5.5966,6.6526,2.6399,2.2175,11.9324,5.2798,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2020-07-27,2020-07-28,8742.484375,-0.89,1.5228,3.5533,2.5381,-1.3198,-1.6244,15.736,1.2183,1.2183,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2020-07-29,2020-07-30,9053.130859375,0.04,-0.9804,-3.6274,-4.7059,-4.7059,-4.7059,-4.7059,-4.7059,-4.7059,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-08-07,2020-08-10,9674.4248046875,-0.8,4.5871,-0.9174,-2.2936,-4.5872,-4.5872,-4.5872,-4.5872,-4.5872,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-08-10,2020-08-11,10118.205078125,0.11,-5.2632,-6.5789,-6.5789,-6.5789,-6.5789,-6.5789,-6.5789,-6.5789,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-08-31,2020-09-01,9940.693359375,-6.07,2.2321,14.2857,9.375,16.9643,11.6071,10.7143,3.5714,3.5714,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2020-09-02,2020-09-03,11360.7919921875,-2.38,-4.2969,6.25,2.3437,-2.3437,-2.3437,-2.3437,-2.3437,-2.3437,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-09-16,2020-09-17,11138.9013671875,2.46,-1.5936,-4.7809,-7.5697,-7.5697,-7.5697,-7.5697,-7.5697,-7.5697,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-11-10,2020-11-11,10340.095703125,-0.28,1.2876,1.2876,0.4292,-1.2875,-2.5751,2.5751,7.2961,11.1588,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-11-12,2020-11-13,10473.23046875,0.47,-0.8475,-1.6949,-2.5424,-3.8136,0.4237,2.9661,3.3898,15.2542,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-11-26,2020-11-27,10783.876953125,-1.05,2.0576,1.6461,2.8807,0.4115,1.2346,11.9342,28.8066,29.2181,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-12-08,2020-12-09,11493.9267578125,-6.03,2.7027,5.0193,3.4749,16.6023,20.8494,18.5328,31.6602,38.61,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-12-09,2020-12-10,11804.5732421875,-6.93,2.2556,0.7519,3.3835,18.0451,21.8045,12.782,31.203,33.0827,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-12-15,2020-12-16,13402.1845703125,-1.48,3.9735,3.6424,7.2848,1.6556,3.9735,12.9139,18.8742,23.5099,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-12-16,2020-12-17,13934.7216796875,0.66,-0.3185,3.1847,-6.051,-6.051,-6.051,-6.051,-6.051,-6.051,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2020-12-24,2020-12-28,13934.7216796875,-1.31,9.2357,9.8726,8.5987,14.6497,10.1911,16.242,21.0191,14.9682,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2020-12-28,2020-12-29,15221.6865234375,0.59,0.5831,-0.5831,1.7493,0.0,4.6647,10.4956,17.4927,5.2478,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2021-01-13,2021-01-14,16819.296875,0.17,-3.1662,-1.5831,0.5277,6.3325,-3.4301,-4.7493,-4.7493,-4.7493,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
272210,한화시스템,방산·우주항공,2021-02-04,2021-02-05,17351.833984375,8.96,-2.3018,-2.3018,-6.9054,-6.9054,-6.9054,-6.9054,-6.9054,-6.9054,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2021-02-15,2021-02-16,18416.908203125,13.27,-2.6506,-3.3735,5.5422,-1.2048,-3.3735,-3.3735,-3.3735,-3.3735,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2021-02-18,2021-02-19,19437.60546875,7.1,-1.3699,-6.3927,-8.4475,-8.4475,-8.4475,-8.4475,-8.4475,-8.4475,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2021-03-30,2021-03-31,18106.26171875,3.99,8.3333,7.3529,3.1863,4.902,1.7157,-0.4902,-0.4902,-0.4902,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2021-03-31,2021-04-01,19615.1171875,7.2,-0.905,-4.7511,-2.2624,-5.2036,-5.2036,-5.2036,-5.2036,-5.2036,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2021-05-24,2021-05-25,18050.0,2.65,1.662,0.831,0.0,-4.1551,-4.1551,-4.1551,-4.1551,-4.1551,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2021-07-05,2021-07-06,18050.0,-0.64,-1.108,-2.2161,-5.8172,-5.8172,-5.8172,-5.8172,-5.8172,-5.8172,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2021-08-12,2021-08-13,18100.0,3.65,-0.2762,1.9337,5.5249,1.105,4.1436,7.1823,4.1436,2.4862,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2021-08-18,2021-08-19,19100.0,3.21,-1.3089,-4.1885,-2.0942,-2.356,1.5707,0.5236,-2.8796,-2.8796,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2021-12-29,2021-12-30,16100.0,7.06,4.6584,5.5901,2.795,5.2795,5.5901,13.0435,0.0,0.0,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2022-01-04,2022-01-05,17000.0,8.23,-2.6471,-2.6471,-0.2941,0.0,2.3529,-5.2941,-5.2941,-5.2941,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2022-01-13,2022-01-14,17400.0,9.68,4.5977,-3.1609,-7.4713,-7.4713,-7.4713,-7.4713,-7.4713,-7.4713,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2022-03-02,2022-03-03,15850.0,16.37,1.5773,5.9937,2.8391,0.6309,1.5773,0.3155,6.6246,3.47,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2022-03-04,2022-03-07,16800.0,12.97,-2.9762,-4.1667,-5.0595,-4.1667,-4.7619,-2.381,0.2976,-3.5714,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2022-06-09,2022-06-10,16500.0,6.37,-0.6061,-3.9394,-6.6667,-6.6667,-6.6667,-6.6667,-6.6667,-6.6667,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2022-07-25,2022-07-26,14100.0,2.99,-0.7092,1.4184,1.0638,0.7092,2.8369,8.5106,7.8014,6.383,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2022-07-29,2022-08-01,14650.0,1.35,-3.0717,-0.3413,-1.0239,-0.6826,5.1195,4.4369,0.6826,7.5085,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2022-08-02,2022-08-03,14600.0,9.75,-0.6849,-1.3699,-0.3425,5.4795,6.1644,2.7397,6.1644,5.8219,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2022-08-26,2022-08-29,15350.0,17.02,2.6059,0.0,0.6515,-0.9772,-0.9772,-0.9772,-0.9772,-0.9772,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2022-11-15,2022-11-16,12350.0,-1.61,-2.4291,-4.8583,-4.0486,-5.2632,-5.2632,-5.2632,-5.2632,-5.2632,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2023-01-17,2023-01-18,12800.0,1.29,-3.125,-5.0781,-4.2969,-6.0937,-6.0937,-6.0937,-6.0937,-6.0937,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2023-03-30,2023-03-31,13430.0,-1.71,3.6485,7.1482,6.627,6.1802,8.3395,9.4564,12.4348,7.2971,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2023-03-31,2023-04-03,13920.0,-0.17,3.3764,2.8736,5.1006,2.0115,3.6638,4.5977,4.3103,3.5201,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2023-06-16,2023-06-19,14800.0,6.8,3.7838,2.7027,-0.5405,-4.5946,-4.5946,-4.5946,-4.5946,-4.5946,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2023-06-19,2023-06-20,15360.0,13.4,-1.0417,-4.1667,-3.1901,-8.0729,-8.0729,-8.0729,-8.0729,-8.0729,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2023-07-11,2023-07-12,17070.0,19.58,1.3474,1.3474,1.6403,-9.1388,-9.1388,-9.1388,-9.1388,-9.1388,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2023-10-30,2023-10-31,13170.0,3.63,-2.2779,0.0,1.8223,3.265,3.265,9.7191,12.6803,16.0972,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2024-01-02,2024-01-03,18120.0,1.29,5.4636,3.0905,-1.2141,-2.3179,2.8698,3.3113,-4.2494,-4.2494,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2024-01-03,2024-01-04,19110.0,1.17,-2.2501,-6.3318,-6.3318,-6.3318,-6.3318,-6.3318,-6.3318,-6.3318,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-02-27,2024-02-28,17230.0,6.19,0.0,-3.3082,-3.9466,8.5897,4.527,1.3349,0.0,0.0,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2024-03-06,2024-03-07,18710.0,17.36,-2.3517,-3.7413,-2.6189,-6.6809,-6.6809,-6.6809,-6.6809,-6.6809,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-04-01,2024-04-02,18300.0,9.72,0.929,1.7486,-0.3279,-6.0109,-6.0109,-6.0109,-6.0109,-6.0109,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-04-23,2024-04-24,17920.0,14.27,1.0603,4.5201,12.1652,10.1562,7.7009,4.5201,0.3906,0.3906,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2024-04-25,2024-04-26,18730.0,12.34,7.3145,7.5814,5.3924,3.0432,1.7085,-0.6941,-3.9509,-3.9509,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2024-04-26,2024-04-29,20100.0,14.32,0.2488,-1.791,-1.7413,-4.5771,-5.2239,-5.2239,-5.2239,-5.2239,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-06-17,2024-06-18,19500.0,3.04,9.7436,7.6923,8.2051,-2.0513,-4.9231,-5.3846,-5.3846,-5.3846,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-06-18,2024-06-19,21400.0,2.1,-1.8692,-1.4019,-1.4019,-1.4019,-1.4019,-1.4019,-1.4019,-1.4019,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-07-16,2024-07-17,20350.0,4.02,-3.2924,-4.0295,-3.5381,-0.2457,-0.4914,-1.4742,-6.3882,-6.3882,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
272210,한화시스템,방산·우주항공,2024-07-24,2024-07-25,22000.0,14.47,-7.9545,-7.9545,-7.9545,-7.9545,-7.9545,-7.9545,-7.9545,-7.9545,손절,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-10-07,2024-10-08,18680.0,7.48,-3.3726,-3.3726,-3.3726,-3.3726,-3.3726,-3.3726,-3.3726,-3.3726,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2024-10-22,2024-10-23,19400.0,12.94,-3.0928,-0.4639,-1.4948,-0.9278,-6.8041,-6.8041,-6.8041,-6.8041,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-10-29,2024-10-30,19220.0,9.64,-0.5723,-5.9313,-5.9313,-5.9313,-5.9313,-5.9313,-5.9313,-5.9313,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2024-11-06,2024-11-07,19770.0,3.73,6.9803,17.0966,36.0647,39.0996,44.9165,41.8816,19.1199,19.1199,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2024-11-08,2024-11-11,23150.0,13.34,16.1987,17.2786,18.7905,23.7581,22.8942,11.6631,1.7279,1.7279,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2024-11-11,2024-11-12,26900.0,19.76,0.9294,2.2305,7.8067,5.948,4.2751,-6.1338,-6.1338,-6.1338,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-11-12,2024-11-13,27150.0,19.85,1.2891,6.814,5.5249,4.7882,-6.9982,-6.9982,-6.9982,-6.9982,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2024-12-23,2024-12-24,23600.0,-4.33,-3.8136,-3.178,-7.4153,-7.4153,-7.4153,-7.4153,-7.4153,-7.4153,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-01-14,2025-01-15,25200.0,13.17,0.3968,-1.7857,1.5873,4.5635,1.3889,-2.7778,-2.7778,-2.7778,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
272210,한화시스템,방산·우주항공,2025-01-21,2025-01-22,26350.0,16.38,-0.9488,-3.0361,-0.1898,-7.0209,-7.0209,-7.0209,-7.0209,-7.0209,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-02-12,2025-02-13,33100.0,27.33,6.0423,1.9637,6.7976,3.6254,0.6042,-4.2296,-4.6828,-4.6828,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
272210,한화시스템,방산·우주항공,2025-02-13,2025-02-14,35100.0,30.34,-3.8462,0.7123,2.5641,-7.9772,-7.9772,-7.9772,-7.9772,-7.9772,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-03-07,2025-03-10,38250.0,37.93,0.915,-1.1765,-6.7974,-6.7974,-6.7974,-6.7974,-6.7974,-6.7974,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-03-17,2025-03-18,39400.0,21.45,6.9797,6.2183,-8.8832,-5.9645,-5.9645,-5.9645,-5.9645,-5.9645,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-03-18,2025-03-19,42150.0,20.89,-0.7117,-14.828,-14.828,-14.828,-14.828,-14.828,-14.828,-14.828,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-04-28,2025-04-29,40950.0,15.26,-2.5641,-5.3724,3.7851,11.3553,1.221,11.3553,10.5006,10.989,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2025-06-10,2025-06-11,53000.0,7.36,-1.8868,0.7547,9.6226,31.3208,26.4151,18.8679,11.6981,6.9811,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
272210,한화시스템,방산·우주항공,2025-06-16,2025-06-17,63400.0,30.89,9.7792,6.7823,5.6782,0.1577,-2.9968,-2.9968,-2.9968,-2.9968,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-07-31,2025-08-01,61400.0,14.52,-5.7003,-6.0261,-6.0261,-6.0261,-6.0261,-6.0261,-6.0261,-6.0261,기간만료,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-09-02,2025-09-03,55700.0,-2.44,-4.4883,-4.8474,-6.6427,-6.6427,-6.6427,-6.6427,-6.6427,-6.6427,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-09-16,2025-09-17,58800.0,8.42,-0.1701,2.7211,-2.0408,3.0612,-1.5306,3.2313,-5.4422,-5.4422,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
272210,한화시스템,방산·우주항공,2025-10-30,2025-10-31,61700.0,-8.92,-0.3241,-3.8898,-5.3485,-10.0486,-10.0486,-10.0486,-10.0486,-10.0486,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-12-12,2025-12-15,52800.0,-5.48,-0.3788,-3.7879,-7.4811,-7.4811,-7.4811,-7.4811,-7.4811,-7.4811,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-12-19,2025-12-22,55300.0,-2.3,5.425,7.9566,3.6166,-0.1808,1.4467,7.0524,71.6094,61.302,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
272210,한화시스템,방산·우주항공,2025-12-22,2025-12-23,58300.0,-0.95,2.4014,-1.7153,-6.175,-6.175,-6.175,-6.175,-6.175,-6.175,기간만료,기간만료,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2025-12-23,2025-12-24,59700.0,2.58,-4.0201,-4.0201,-4.0201,-4.0201,-4.0201,-4.0201,-4.0201,-4.0201,손절,손절,손절,손절,손절,손절,손절,손절
272210,한화시스템,방산·우주항공,2026-01-09,2026-01-12,78300.0,13.82,-1.1494,10.4725,21.2005,19.7957,15.198,15.9642,17.8799,36.143,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
